species,model,dataset,threshold,scaling_factor,season_start,season_end,mean_in_season,mean_out_season,ratio_mean,kendall_corr
Fagus,2025-Beta-2,Basel,1,"14,9058",06.04.2024,05.05.2024,"0,3715","0,0008","0,0022","0,8122"
Fagus,2025-Beta-2,Basel,1,"17,017",06.04.2024,05.05.2024,"0,3165","0,0006","0,0019","0,8274"
Fagus,2025-Beta-2,Basel,1,"19,9706",06.04.2024,05.05.2024,"0,2696","0,0004","0,0015","0,8245"
Fraxinus,2025-Beta-2,Basel,0,"0,8686",15.03.2024,11.04.2024,"52,1429","6,5337","0,1253","0,63"
Fraxinus,2025-Beta-2,Basel,"0,2","0,8686",15.03.2024,11.04.2024,"52,1429","6,5337","0,1253","0,63"
Fraxinus,2025-Beta-2,Basel,"0,4","0,871",15.03.2024,11.04.2024,"52,0207","6,4893","0,1247","0,63"
Fraxinus,2025-Beta-2,Basel,"0,6","0,9188",15.03.2024,11.04.2024,"49,8961","5,8915","0,1181","0,6388"
Fraxinus,2025-Beta-2,Basel,"0,75","0,983",15.03.2024,11.04.2024,"47,3185","5,2348","0,1106","0,6483"
Fraxinus,2025-Beta-2,Basel,"0,8","1,0118",15.03.2024,11.04.2024,"46,2761","4,9773","0,1076","0,6548"
Fraxinus,2025-Beta-2,Basel,"0,85","1,0465",15.03.2024,11.04.2024,"45,0532","4,6818","0,1039","0,6588"
Fraxinus,2025-Beta-2,Basel,"0,9","1,097",15.03.2024,11.04.2024,"43,4532","4,3319","0,0997","0,6678"
Fraxinus,2025-Beta-2,Basel,"0,91","1,1087",15.03.2024,11.04.2024,"43,0879","4,2519","0,0987","0,671"
Fraxinus,2025-Beta-2,Basel,"0,92","1,1226",15.03.2024,11.04.2024,"42,6699","4,1611","0,0975","0,6731"
Fraxinus,2025-Beta-2,Basel,"0,93","1,1373",15.03.2024,11.04.2024,"42,248","4,0654","0,0962","0,6731"
Fraxinus,2025-Beta-2,Basel,"0,94","1,1543",15.03.2024,11.04.2024,"41,7471","3,9561","0,0948","0,678"
Fraxinus,2025-Beta-2,Basel,"0,95","1,1762",15.03.2024,11.04.2024,"41,1496","3,839","0,0933","0,6786"
Fraxinus,2025-Beta-2,Basel,"0,96","1,2026",15.03.2024,11.04.2024,"40,4368","3,6932","0,0913","0,6829"
Fraxinus,2025-Beta-2,Basel,"0,97","1,2346",15.03.2024,11.04.2024,"39,6098","3,5211","0,0889","0,6879"
Fraxinus,2025-Beta-2,Basel,"0,98","1,2806",15.03.2024,11.04.2024,"38,4343","3,298","0,0858","0,6944"
Fraxinus,2025-Beta-2,Basel,"0,99","1,3618",15.03.2024,11.04.2024,"36,5855","2,9539","0,0807","0,7034"
Fraxinus,2025-Beta-2,Basel,"0,999","1,6387",15.03.2024,11.04.2024,"31,2572","2,1145","0,0676","0,7305"
Fraxinus,2025-Beta-2,Basel,"0,9999","1,9253",15.03.2024,11.04.2024,"27,0219","1,5818","0,0585","0,7446"
Fraxinus,2025-Beta-2,Basel,1,"2,2189",15.03.2024,11.04.2024,"23,5724","1,2213","0,0518","0,7539"
Fraxinus,2025-Beta-2,Basel,1,"2,5265",15.03.2024,11.04.2024,"20,7062","0,9749","0,0471","0,7587"
Fraxinus,2025-Beta-2,Basel,1,"2,7941",15.03.2024,11.04.2024,"18,6818","0,8428","0,0451","0,7491"
Pinaceae,2025-Beta-2,Basel,0,"3,295",09.04.2024,18.04.2024,"6,5881","2,9319","0,445","0,5694"
Pinaceae,2025-Beta-2,Basel,"0,2","3,295",09.04.2024,18.04.2024,"6,5881","2,9319","0,445","0,5694"
Pinaceae,2025-Beta-2,Basel,"0,4","3,2987",09.04.2024,18.04.2024,"6,5741","2,9129","0,4431","0,5711"
Pinaceae,2025-Beta-2,Basel,"0,6","3,3388",09.04.2024,18.04.2024,"6,463","2,783","0,4306","0,5833"
Pinaceae,2025-Beta-2,Basel,"0,75","3,3692",09.04.2024,18.04.2024,"6,3588","2,6745","0,4206","0,5983"
Pinaceae,2025-Beta-2,Basel,"0,8","3,379",09.04.2024,18.04.2024,"6,3237","2,636","0,4169","0,604"
Pinaceae,2025-Beta-2,Basel,"0,85","3,3861",09.04.2024,18.04.2024,"6,2925","2,597","0,4127","0,6094"
Pinaceae,2025-Beta-2,Basel,"0,9","3,4108",09.04.2024,18.04.2024,"6,2334","2,5445","0,4082","0,6128"
Pinaceae,2025-Beta-2,Basel,"0,91","3,4142",09.04.2024,18.04.2024,"6,2229","2,5326","0,407","0,6112"
Pinaceae,2025-Beta-2,Basel,"0,92","3,4198",09.04.2024,18.04.2024,"6,2037","2,5202","0,4062","0,6137"
Pinaceae,2025-Beta-2,Basel,"0,93","3,4279",09.04.2024,18.04.2024,"6,1846","2,5058","0,4052","0,6148"
Pinaceae,2025-Beta-2,Basel,"0,94","3,4326",09.04.2024,18.04.2024,"6,1707","2,4875","0,4031","0,6168"
Pinaceae,2025-Beta-2,Basel,"0,95","3,4371",09.04.2024,18.04.2024,"6,1655","2,4658","0,3999","0,6208"
Pinaceae,2025-Beta-2,Basel,"0,96","3,4451",09.04.2024,18.04.2024,"6,1499","2,4441","0,3974","0,6217"
Pinaceae,2025-Beta-2,Basel,"0,97","3,4547",09.04.2024,18.04.2024,"6,1256","2,4184","0,3948","0,6255"
Pinaceae,2025-Beta-2,Basel,"0,98","3,4729",09.04.2024,18.04.2024,"6,0802","2,3811","0,3916","0,6289"
Pinaceae,2025-Beta-2,Basel,"0,99","3,5042",09.04.2024,18.04.2024,"6,0195","2,3252","0,3863","0,6356"
Pinaceae,2025-Beta-2,Basel,"0,999","3,5726",09.04.2024,18.04.2024,"5,8457","2,1188","0,3625","0,6468"
Pinaceae,2025-Beta-2,Basel,"0,9999","3,66",09.04.2024,18.04.2024,"5,6855","1,8956","0,3334","0,6514"
Pinaceae,2025-Beta-2,Basel,1,"3,718",09.04.2024,18.04.2024,"5,5864","1,693","0,3031","0,659"
Pinaceae,2025-Beta-2,Basel,1,"3,8241",09.04.2024,18.04.2024,"5,4301","1,5394","0,2835","0,6709"
Pinaceae,2025-Beta-2,Basel,1,"3,9152",09.04.2024,18.04.2024,"5,2981","1,4573","0,2751","0,6865"
Platanus,2025-Beta-2,Basel,0,"8,2416",24.03.2024,18.04.2024,"17,0337","0,0908","0,0053","0,7135"
Platanus,2025-Beta-2,Basel,"0,2","8,2416",24.03.2024,18.04.2024,"17,0337","0,0908","0,0053","0,7135"
Platanus,2025-Beta-2,Basel,"0,4","8,2562",24.03.2024,18.04.2024,"16,9937","0,0898","0,0053","0,7142"
Platanus,2025-Beta-2,Basel,"0,6","8,7683",24.03.2024,18.04.2024,"15,9839","0,0814","0,0051","0,7225"
Platanus,2025-Beta-2,Basel,"0,75","9,604",24.03.2024,18.04.2024,"14,579","0,0717","0,0049","0,7324"
Platanus,2025-Beta-2,Basel,"0,8","9,9977",24.03.2024,18.04.2024,"14,0373","0,0673","0,0048","0,7321"
Platanus,2025-Beta-2,Basel,"0,85","10,495",24.03.2024,18.04.2024,"13,3853","0,063","0,0047","0,7345"
Platanus,2025-Beta-2,Basel,"0,9","11,2339",24.03.2024,18.04.2024,"12,5081","0,057","0,0046","0,7403"
Platanus,2025-Beta-2,Basel,"0,91","11,431",24.03.2024,18.04.2024,"12,298","0,0554","0,0045","0,7426"
Platanus,2025-Beta-2,Basel,"0,92","11,6246",24.03.2024,18.04.2024,"12,0897","0,0548","0,0045","0,7397"
Platanus,2025-Beta-2,Basel,"0,93","11,8802",24.03.2024,18.04.2024,"11,8317","0,0526","0,0044","0,7452"
Platanus,2025-Beta-2,Basel,"0,94","12,2058",24.03.2024,18.04.2024,"11,5331","0,0501","0,0043","0,7462"
Platanus,2025-Beta-2,Basel,"0,95","12,5772",24.03.2024,18.04.2024,"11,1869","0,0482","0,0043","0,7466"
Platanus,2025-Beta-2,Basel,"0,96","13,0474",24.03.2024,18.04.2024,"10,7888","0,0454","0,0042","0,7597"
Platanus,2025-Beta-2,Basel,"0,97","13,737",24.03.2024,18.04.2024,"10,2623","0,043","0,0042","0,7611"
Platanus,2025-Beta-2,Basel,"0,98","14,7151",24.03.2024,18.04.2024,"9,5924","0,0391","0,0041","0,7733"
Platanus,2025-Beta-2,Basel,"0,99","16,6511",24.03.2024,18.04.2024,"8,5128","0,0346","0,0041","0,7817"
Platanus,2025-Beta-2,Basel,"0,999","26,8526",24.03.2024,18.04.2024,"5,3695","0,0228","0,0042","0,7777"
Platanus,2025-Beta-2,Basel,"0,9999","47,0804",24.03.2024,18.04.2024,"3,1207","0,0127","0,0041","0,7922"
Platanus,2025-Beta-2,Basel,1,"91,964",24.03.2024,18.04.2024,"1,6218","0,0074","0,0046","0,8111"
Platanus,2025-Beta-2,Basel,1,"212,7518",24.03.2024,18.04.2024,"0,7085","0,0043","0,0061","0,8251"
Platanus,2025-Beta-2,Basel,1,"409,3033",24.03.2024,18.04.2024,"0,3615","0,0034","0,0095","0,7941"
Populus,2025-Beta-2,Basel,0,"1,8417",15.02.2024,24.02.2024,"5,6874","1,9566","0,344","0,4976"
Populus,2025-Beta-2,Basel,"0,2","1,8417",15.02.2024,24.02.2024,"5,6874","1,9566","0,344","0,4976"
Populus,2025-Beta-2,Basel,"0,4","1,8838",15.02.2024,24.02.2024,"5,5721","1,9288","0,3462","0,4987"
Populus,2025-Beta-2,Basel,"0,6","2,3835",15.02.2024,24.02.2024,"4,5118","1,673","0,3708","0,4972"
Populus,2025-Beta-2,Basel,"0,75","3,0688",15.02.2024,24.02.2024,"3,6304","1,4141","0,3895","0,5109"
Populus,2025-Beta-2,Basel,"0,8","3,4043",15.02.2024,24.02.2024,"3,3053","1,3156","0,398","0,5161"
Populus,2025-Beta-2,Basel,"0,85","3,819",15.02.2024,24.02.2024,"2,9558","1,2023","0,4068","0,5168"
Populus,2025-Beta-2,Basel,"0,9","4,4511",15.02.2024,24.02.2024,"2,6103","1,0637","0,4075","0,5246"
Populus,2025-Beta-2,Basel,"0,91","4,6498",15.02.2024,24.02.2024,"2,5251","1,0344","0,4097","0,5266"
Populus,2025-Beta-2,Basel,"0,92","4,8687",15.02.2024,24.02.2024,"2,419","1,0025","0,4144","0,5265"
Populus,2025-Beta-2,Basel,"0,93","5,0795",15.02.2024,24.02.2024,"2,3405","0,9701","0,4145","0,5288"
Populus,2025-Beta-2,Basel,"0,94","5,3731",15.02.2024,24.02.2024,"2,2269","0,9292","0,4173","0,533"
Populus,2025-Beta-2,Basel,"0,95","5,6441",15.02.2024,24.02.2024,"2,1189","0,8842","0,4173","0,5355"
Populus,2025-Beta-2,Basel,"0,96","5,9232",15.02.2024,24.02.2024,"2,0103","0,8354","0,4156","0,536"
Populus,2025-Beta-2,Basel,"0,97","6,4669",15.02.2024,24.02.2024,"1,8608","0,7765","0,4173","0,5434"
Populus,2025-Beta-2,Basel,"0,98","7,5463",15.02.2024,24.02.2024,"1,6335","0,7062","0,4323","0,5473"
Populus,2025-Beta-2,Basel,"0,99","9,1671",15.02.2024,24.02.2024,"1,3774","0,5913","0,4293","0,5512"
Populus,2025-Beta-2,Basel,"0,999","16,1528",15.02.2024,24.02.2024,"0,7916","0,3227","0,4077","0,5683"
Populus,2025-Beta-2,Basel,"0,9999","30,6556",15.02.2024,24.02.2024,"0,4177","0,1661","0,3976","0,5722"
Populus,2025-Beta-2,Basel,1,"50,4544",15.02.2024,24.02.2024,"0,2196","0,083","0,3781","0,5385"
Populus,2025-Beta-2,Basel,1,"91,3163",15.02.2024,24.02.2024,"0,1066","0,0358","0,336","0,5152"
Populus,2025-Beta-2,Basel,1,"146,994",15.02.2024,24.02.2024,"0,0528","0,0177","0,3359","0,4375"
Quercus,2025-Beta-2,Basel,0,"1,7704",03.04.2024,05.05.2024,"59,2897","8,5456","0,1441","0,4471"
Quercus,2025-Beta-2,Basel,"0,2","1,7704",03.04.2024,05.05.2024,"59,2897","8,5456","0,1441","0,4471"
Quercus,2025-Beta-2,Basel,"0,4","1,7745",03.04.2024,05.05.2024,"59,1825","8,4905","0,1435","0,448"
Quercus,2025-Beta-2,Basel,"0,6","1,8546",03.04.2024,05.05.2024,"57,2281","7,7861","0,1361","0,4563"
Quercus,2025-Beta-2,Basel,"0,75","1,9736",03.04.2024,05.05.2024,"54,5594","6,9406","0,1272","0,4734"
Quercus,2025-Beta-2,Basel,"0,8","2,0241",03.04.2024,05.05.2024,"53,4789","6,6248","0,1239","0,4775"
Quercus,2025-Beta-2,Basel,"0,85","2,0928",03.04.2024,05.05.2024,"52,133","6,2574","0,12","0,4834"
Quercus,2025-Beta-2,Basel,"0,9","2,1814",03.04.2024,05.05.2024,"50,4603","5,7988","0,1149","0,4889"
Quercus,2025-Beta-2,Basel,"0,91","2,206",03.04.2024,05.05.2024,"50,0199","5,6814","0,1136","0,4902"
Quercus,2025-Beta-2,Basel,"0,92","2,2347",03.04.2024,05.05.2024,"49,5286","5,5505","0,1121","0,4918"
Quercus,2025-Beta-2,Basel,"0,93","2,2628",03.04.2024,05.05.2024,"49,0473","5,4116","0,1103","0,4943"
Quercus,2025-Beta-2,Basel,"0,94","2,2955",03.04.2024,05.05.2024,"48,4767","5,261","0,1085","0,496"
Quercus,2025-Beta-2,Basel,"0,95","2,3376",03.04.2024,05.05.2024,"47,7807","5,0905","0,1065","0,4983"
Quercus,2025-Beta-2,Basel,"0,96","2,3908",03.04.2024,05.05.2024,"46,9151","4,882","0,1041","0,5"
Quercus,2025-Beta-2,Basel,"0,97","2,4602",03.04.2024,05.05.2024,"45,8512","4,6196","0,1008","0,5028"
Quercus,2025-Beta-2,Basel,"0,98","2,5616",03.04.2024,05.05.2024,"44,3867","4,2683","0,0962","0,5119"
Quercus,2025-Beta-2,Basel,"0,99","2,7381",03.04.2024,05.05.2024,"42,0097","3,7319","0,0888","0,5216"
Quercus,2025-Beta-2,Basel,"0,999","3,3985",03.04.2024,05.05.2024,"34,8174","2,3259","0,0668","0,543"
Quercus,2025-Beta-2,Basel,"0,9999","4,1692",03.04.2024,05.05.2024,"28,7378","1,3682","0,0476","0,5888"
Quercus,2025-Beta-2,Basel,1,"5,0371",03.04.2024,05.05.2024,"23,6522","0,784","0,0331","0,6149"
Quercus,2025-Beta-2,Basel,1,"6,0581",03.04.2024,05.05.2024,"19,3277","0,434","0,0225","0,6335"
Quercus,2025-Beta-2,Basel,1,"6,9687",03.04.2024,05.05.2024,"16,5036","0,2776","0,0168","0,6399"
Taxus,2025-Beta-2,Basel,0,"2,7549",03.02.2024,18.03.2024,"133,3545","5,5677","0,0418","0,6842"
Taxus,2025-Beta-2,Basel,"0,2","2,7549",03.02.2024,18.03.2024,"133,3545","5,5677","0,0418","0,6842"
Taxus,2025-Beta-2,Basel,"0,4","2,7565",03.02.2024,18.03.2024,"133,2431","5,5245","0,0415","0,6845"
Taxus,2025-Beta-2,Basel,"0,6","2,7841",03.02.2024,18.03.2024,"131,4782","5,0573","0,0385","0,6861"
Taxus,2025-Beta-2,Basel,"0,75","2,8267",03.02.2024,18.03.2024,"128,9684","4,5388","0,0352","0,6876"
Taxus,2025-Beta-2,Basel,"0,8","2,8465",03.02.2024,18.03.2024,"127,8456","4,3386","0,0339","0,6887"
Taxus,2025-Beta-2,Basel,"0,85","2,8711",03.02.2024,18.03.2024,"126,4575","4,111","0,0325","0,6914"
Taxus,2025-Beta-2,Basel,"0,9","2,9071",03.02.2024,18.03.2024,"124,4551","3,8279","0,0308","0,6932"
Taxus,2025-Beta-2,Basel,"0,91","2,9168",03.02.2024,18.03.2024,"123,9509","3,7618","0,0303","0,6923"
Taxus,2025-Beta-2,Basel,"0,92","2,928",03.02.2024,18.03.2024,"123,3781","3,6837","0,0299","0,6925"
Taxus,2025-Beta-2,Basel,"0,93","2,9412",03.02.2024,18.03.2024,"122,7291","3,6032","0,0294","0,6934"
Taxus,2025-Beta-2,Basel,"0,94","2,9563",03.02.2024,18.03.2024,"121,9501","3,5009","0,0287","0,6938"
Taxus,2025-Beta-2,Basel,"0,95","2,9745",03.02.2024,18.03.2024,"121,0407","3,4027","0,0281","0,6945"
Taxus,2025-Beta-2,Basel,"0,96","2,9976",03.02.2024,18.03.2024,"119,91","3,2798","0,0274","0,6945"
Taxus,2025-Beta-2,Basel,"0,97","3,0272",03.02.2024,18.03.2024,"118,4882","3,1149","0,0263","0,6964"
Taxus,2025-Beta-2,Basel,"0,98","3,073",03.02.2024,18.03.2024,"116,431","2,8935","0,0249","0,6997"
Taxus,2025-Beta-2,Basel,"0,99","3,1574",03.02.2024,18.03.2024,"112,8896","2,5652","0,0227","0,7015"
Taxus,2025-Beta-2,Basel,"0,999","3,5397",03.02.2024,18.03.2024,"99,8227","1,6847","0,0169","0,7101"
Taxus,2025-Beta-2,Basel,"0,9999","4,1739",03.02.2024,18.03.2024,"84,3982","1,0499","0,0124","0,7071"
Taxus,2025-Beta-2,Basel,1,"5,2628",03.02.2024,18.03.2024,"66,9372","0,6427","0,0096","0,716"
Taxus,2025-Beta-2,Basel,1,"7,3276",03.02.2024,18.03.2024,"48,1777","0,3648","0,0076","0,7125"
Taxus,2025-Beta-2,Basel,1,"10,2714",03.02.2024,18.03.2024,"34,4665","0,2272","0,0066","0,7086"
Alnus,2025-Beta-2,Buchs,0,"4,8453",26.01.2024,24.02.2024,"17,4664","1,0358","0,0593","0,4722"
Alnus,2025-Beta-2,Buchs,"0,2","4,8453",26.01.2024,24.02.2024,"17,4664","1,0358","0,0593","0,4722"
Alnus,2025-Beta-2,Buchs,"0,4","4,8465",26.01.2024,24.02.2024,"17,4612","1,0323","0,0591","0,4729"
Alnus,2025-Beta-2,Buchs,"0,6","4,9173",26.01.2024,24.02.2024,"17,1365","0,9804","0,0572","0,478"
Alnus,2025-Beta-2,Buchs,"0,75","5,0176",26.01.2024,24.02.2024,"16,7232","0,9135","0,0546","0,4804"
Alnus,2025-Beta-2,Buchs,"0,8","5,0611",26.01.2024,24.02.2024,"16,549","0,8882","0,0537","0,4836"
Alnus,2025-Beta-2,Buchs,"0,85","5,114",26.01.2024,24.02.2024,"16,3378","0,8571","0,0525","0,484"
Alnus,2025-Beta-2,Buchs,"0,9","5,1852",26.01.2024,24.02.2024,"16,0546","0,8195","0,051","0,4892"
Alnus,2025-Beta-2,Buchs,"0,91","5,2034",26.01.2024,24.02.2024,"15,9828","0,8083","0,0506","0,4888"
Alnus,2025-Beta-2,Buchs,"0,92","5,2251",26.01.2024,24.02.2024,"15,9012","0,7975","0,0502","0,49"
Alnus,2025-Beta-2,Buchs,"0,93","5,2511",26.01.2024,24.02.2024,"15,8051","0,7833","0,0496","0,4917"
Alnus,2025-Beta-2,Buchs,"0,94","5,2774",26.01.2024,24.02.2024,"15,7003","0,7687","0,049","0,4925"
Alnus,2025-Beta-2,Buchs,"0,95","5,3113",26.01.2024,24.02.2024,"15,5759","0,7561","0,0485","0,4951"
Alnus,2025-Beta-2,Buchs,"0,96","5,3468",26.01.2024,24.02.2024,"15,4433","0,7389","0,0478","0,4967"
Alnus,2025-Beta-2,Buchs,"0,97","5,3978",26.01.2024,24.02.2024,"15,2628","0,7139","0,0468","0,5021"
Alnus,2025-Beta-2,Buchs,"0,98","5,4723",26.01.2024,24.02.2024,"15,0029","0,6851","0,0457","0,5051"
Alnus,2025-Beta-2,Buchs,"0,99","5,606",26.01.2024,24.02.2024,"14,559","0,6382","0,0438","0,5057"
Alnus,2025-Beta-2,Buchs,"0,999","6,1047",26.01.2024,24.02.2024,"13,0574","0,5033","0,0385","0,5092"
Alnus,2025-Beta-2,Buchs,"0,9999","6,7555",26.01.2024,24.02.2024,"11,4617","0,3869","0,0338","0,5261"
Alnus,2025-Beta-2,Buchs,1,"7,6082",26.01.2024,24.02.2024,"9,7338","0,2936","0,0302","0,5391"
Alnus,2025-Beta-2,Buchs,1,"8,8133",26.01.2024,24.02.2024,"8,0246","0,2173","0,0271","0,5408"
Alnus,2025-Beta-2,Buchs,1,"10,1257",26.01.2024,24.02.2024,"6,6817","0,172","0,0257","0,5547"
Betula,2025-Beta-2,Buchs,0,"3,5965",17.03.2024,18.04.2024,"50,0169","3,1297","0,0626","0,384"
Betula,2025-Beta-2,Buchs,"0,2","3,5965",17.03.2024,18.04.2024,"50,0169","3,1297","0,0626","0,384"
Betula,2025-Beta-2,Buchs,"0,4","3,6002",17.03.2024,18.04.2024,"49,9633","3,113","0,0623","0,3847"
Betula,2025-Beta-2,Buchs,"0,6","3,6636",17.03.2024,18.04.2024,"48,9824","2,885","0,0589","0,3831"
Betula,2025-Beta-2,Buchs,"0,75","3,7603",17.03.2024,18.04.2024,"47,6116","2,6141","0,0549","0,3891"
Betula,2025-Beta-2,Buchs,"0,8","3,804",17.03.2024,18.04.2024,"47,0106","2,5038","0,0533","0,3899"
Betula,2025-Beta-2,Buchs,"0,85","3,8583",17.03.2024,18.04.2024,"46,3002","2,3843","0,0515","0,3927"
Betula,2025-Beta-2,Buchs,"0,9","3,9307",17.03.2024,18.04.2024,"45,3678","2,2303","0,0492","0,3962"
Betula,2025-Beta-2,Buchs,"0,91","3,9511",17.03.2024,18.04.2024,"45,1206","2,1904","0,0485","0,3966"
Betula,2025-Beta-2,Buchs,"0,92","3,9725",17.03.2024,18.04.2024,"44,8538","2,1498","0,0479","0,3984"
Betula,2025-Beta-2,Buchs,"0,93","3,9979",17.03.2024,18.04.2024,"44,5517","2,1025","0,0472","0,3987"
Betula,2025-Beta-2,Buchs,"0,94","4,0256",17.03.2024,18.04.2024,"44,2197","2,0522","0,0464","0,4008"
Betula,2025-Beta-2,Buchs,"0,95","4,0586",17.03.2024,18.04.2024,"43,8341","1,9954","0,0455","0,4037"
Betula,2025-Beta-2,Buchs,"0,96","4,1019",17.03.2024,18.04.2024,"43,3453","1,9265","0,0444","0,4039"
Betula,2025-Beta-2,Buchs,"0,97","4,1592",17.03.2024,18.04.2024,"42,6996","1,841","0,0431","0,4052"
Betula,2025-Beta-2,Buchs,"0,98","4,2419",17.03.2024,18.04.2024,"41,8114","1,7277","0,0413","0,4085"
Betula,2025-Beta-2,Buchs,"0,99","4,389",17.03.2024,18.04.2024,"40,2989","1,5485","0,0384","0,4115"
Betula,2025-Beta-2,Buchs,"0,999","5,0048",17.03.2024,18.04.2024,"35,0339","1,0558","0,0301","0,4359"
Betula,2025-Beta-2,Buchs,"0,9999","5,9013",17.03.2024,18.04.2024,"29,5123","0,7052","0,0239","0,4469"
Betula,2025-Beta-2,Buchs,1,"7,248",17.03.2024,18.04.2024,"23,9047","0,4632","0,0194","0,4768"
Betula,2025-Beta-2,Buchs,1,"9,3468",17.03.2024,18.04.2024,"18,5099","0,2925","0,0158","0,4833"
Betula,2025-Beta-2,Buchs,1,"11,648",17.03.2024,18.04.2024,"14,8147","0,2059","0,0139","0,4996"
Corylus,2025-Beta-2,Buchs,0,"5,7218",23.01.2024,16.03.2024,"9,4993","0,8986","0,0946","0,4157"
Corylus,2025-Beta-2,Buchs,"0,2","5,7218",23.01.2024,16.03.2024,"9,4993","0,8986","0,0946","0,4157"
Corylus,2025-Beta-2,Buchs,"0,4","5,726",23.01.2024,16.03.2024,"9,4906","0,8952","0,0943","0,416"
Corylus,2025-Beta-2,Buchs,"0,6","5,88",23.01.2024,16.03.2024,"9,2366","0,8298","0,0898","0,4191"
Corylus,2025-Beta-2,Buchs,"0,75","6,1104",23.01.2024,16.03.2024,"8,8681","0,7456","0,0841","0,4284"
Corylus,2025-Beta-2,Buchs,"0,8","6,227",23.01.2024,16.03.2024,"8,7003","0,7151","0,0822","0,4274"
Corylus,2025-Beta-2,Buchs,"0,85","6,3661",23.01.2024,16.03.2024,"8,5022","0,6786","0,0798","0,4317"
Corylus,2025-Beta-2,Buchs,"0,9","6,5475",23.01.2024,16.03.2024,"8,2652","0,6334","0,0766","0,4334"
Corylus,2025-Beta-2,Buchs,"0,91","6,6062",23.01.2024,16.03.2024,"8,1996","0,6189","0,0755","0,4343"
Corylus,2025-Beta-2,Buchs,"0,92","6,6604",23.01.2024,16.03.2024,"8,1324","0,6047","0,0744","0,4353"
Corylus,2025-Beta-2,Buchs,"0,93","6,7263",23.01.2024,16.03.2024,"8,0497","0,5884","0,0731","0,4363"
Corylus,2025-Beta-2,Buchs,"0,94","6,8145",23.01.2024,16.03.2024,"7,9517","0,5723","0,072","0,4385"
Corylus,2025-Beta-2,Buchs,"0,95","6,8965",23.01.2024,16.03.2024,"7,8562","0,5536","0,0705","0,4393"
Corylus,2025-Beta-2,Buchs,"0,96","7,0051",23.01.2024,16.03.2024,"7,7385","0,5318","0,0687","0,4424"
Corylus,2025-Beta-2,Buchs,"0,97","7,1589",23.01.2024,16.03.2024,"7,5649","0,5057","0,0668","0,4436"
Corylus,2025-Beta-2,Buchs,"0,98","7,3803",23.01.2024,16.03.2024,"7,3292","0,4705","0,0642","0,4461"
Corylus,2025-Beta-2,Buchs,"0,99","7,7451",23.01.2024,16.03.2024,"6,981","0,4146","0,0594","0,4514"
Corylus,2025-Beta-2,Buchs,"0,999","9,3314",23.01.2024,16.03.2024,"5,7858","0,2746","0,0475","0,4759"
Corylus,2025-Beta-2,Buchs,"0,9999","11,5732",23.01.2024,16.03.2024,"4,6714","0,1741","0,0373","0,4834"
Corylus,2025-Beta-2,Buchs,1,"15,041",23.01.2024,16.03.2024,"3,61","0,1043","0,0289","0,5117"
Corylus,2025-Beta-2,Buchs,1,"20,1167",23.01.2024,16.03.2024,"2,7036","0,0596","0,0221","0,5374"
Corylus,2025-Beta-2,Buchs,1,"25,9605",23.01.2024,16.03.2024,"2,0933","0,0362","0,0173","0,5574"
Cupressaceae,2025-Beta-2,Buchs,0,"0,8005",03.04.2024,12.04.2024,"13,5783","5,8692","0,4323","0,1755"
Cupressaceae,2025-Beta-2,Buchs,"0,2","0,8005",03.04.2024,12.04.2024,"13,5783","5,8692","0,4323","0,1755"
Cupressaceae,2025-Beta-2,Buchs,"0,4","0,8026",03.04.2024,12.04.2024,"13,5036","5,8528","0,4334","0,1756"
Cupressaceae,2025-Beta-2,Buchs,"0,6","0,8343",03.04.2024,12.04.2024,"12,8265","5,561","0,4336","0,1748"
Cupressaceae,2025-Beta-2,Buchs,"0,75","0,8782",03.04.2024,12.04.2024,"11,9931","5,1994","0,4335","0,173"
Cupressaceae,2025-Beta-2,Buchs,"0,8","0,8984",03.04.2024,12.04.2024,"11,5921","5,0527","0,4359","0,1721"
Cupressaceae,2025-Beta-2,Buchs,"0,85","0,9324",03.04.2024,12.04.2024,"11,1806","4,8736","0,4359","0,172"
Cupressaceae,2025-Beta-2,Buchs,"0,9","0,979",03.04.2024,12.04.2024,"10,6667","4,6484","0,4358","0,1711"
Cupressaceae,2025-Beta-2,Buchs,"0,91","0,9907",03.04.2024,12.04.2024,"10,5556","4,5945","0,4353","0,1718"
Cupressaceae,2025-Beta-2,Buchs,"0,92","1,0006",03.04.2024,12.04.2024,"10,4393","4,5365","0,4346","0,1704"
Cupressaceae,2025-Beta-2,Buchs,"0,93","1,0148",03.04.2024,12.04.2024,"10,2518","4,4717","0,4362","0,1699"
Cupressaceae,2025-Beta-2,Buchs,"0,94","1,0279",03.04.2024,12.04.2024,"10,0765","4,3929","0,436","0,1672"
Cupressaceae,2025-Beta-2,Buchs,"0,95","1,0428",03.04.2024,12.04.2024,"9,8872","4,3041","0,4353","0,1666"
Cupressaceae,2025-Beta-2,Buchs,"0,96","1,0665",03.04.2024,12.04.2024,"9,6494","4,2038","0,4357","0,1661"
Cupressaceae,2025-Beta-2,Buchs,"0,97","1,0976",03.04.2024,12.04.2024,"9,3664","4,0763","0,4352","0,1658"
Cupressaceae,2025-Beta-2,Buchs,"0,98","1,137",03.04.2024,12.04.2024,"8,9688","3,8948","0,4343","0,1653"
