Indicator,Unit,Subgroup,Time Period,Data Value
AIDS-related deaths,Number,Children (0-14) lower estimate,2002,232062.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2003,235833.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2004,236485.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2005,232966.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2006,224742.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2007,210812.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2008,195399.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2009,181142.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2010,160313.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2011,142624.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2012,126810.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2013,109935.0
AIDS-related deaths,Number,Children (0-14) lower estimate,2014,95179.6
AIDS-related deaths,Number,Children (0-14) lower estimate,2015,83868.1
AIDS-related deaths,Number,Children (0-14) upper estimate,1990,79603.4
AIDS-related deaths,Number,Children (0-14) upper estimate,1991,96922.3
AIDS-related deaths,Number,Children (0-14) upper estimate,1992,115312.0
AIDS-related deaths,Number,Children (0-14) upper estimate,1993,135372.0
AIDS-related deaths,Number,Children (0-14) upper estimate,1994,156437.0
AIDS-related deaths,Number,Children (0-14) upper estimate,1995,177720.0
AIDS-related deaths,Number,Children (0-14) upper estimate,1996,200546.0
AIDS-related deaths,Number,Children (0-14) upper estimate,1997,222162.0
AIDS-related deaths,Number,Children (0-14) upper estimate,1998,242414.0
AIDS-related deaths,Number,Children (0-14) upper estimate,1999,260744.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2000,277108.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2001,291193.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2002,297218.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2003,302927.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2004,301709.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2005,299876.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2006,289359.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2007,276364.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2008,258766.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2009,242579.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2010,218947.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2011,200136.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2012,182724.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2013,162774.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2014,146854.0
AIDS-related deaths,Number,Children (0-14) upper estimate,2015,133242.0
AIDS-related deaths,Number,Females Adults (15+) estimate,1990,94248.4
AIDS-related deaths,Number,Females Adults (15+) estimate,1991,123376.0
AIDS-related deaths,Number,Females Adults (15+) estimate,1992,158238.0
AIDS-related deaths,Number,Females Adults (15+) estimate,1993,199259.0
AIDS-related deaths,Number,Females Adults (15+) estimate,1994,246734.0
AIDS-related deaths,Number,Females Adults (15+) estimate,1995,301127.0
AIDS-related deaths,Number,Females Adults (15+) estimate,1996,354645.0
AIDS-related deaths,Number,Females Adults (15+) estimate,1997,417176.0
AIDS-related deaths,Number,Females Adults (15+) estimate,1998,486738.0
AIDS-related deaths,Number,Females Adults (15+) estimate,1999,557743.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2000,630720.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2001,702941.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2002,768557.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2003,824961.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2004,862285.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2005,866013.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2006,846412.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2007,803727.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2008,736067.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2009,673602.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2010,626541.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2011,594406.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2012,553088.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2013,492777.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2014,443396.0
AIDS-related deaths,Number,Females Adults (15+) estimate,2015,417105.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1990,71289.7
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1991,94507.3
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1992,123335.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1993,157464.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1994,197355.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1995,243359.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1996,287151.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1997,338901.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1998,398670.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1999,460750.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2000,525760.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2001,589733.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2002,651489.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2003,703345.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2004,741261.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2005,747708.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2006,733243.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2007,699658.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2008,640785.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2009,585469.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2010,542075.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2011,511458.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2012,475528.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2013,421354.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2014,376670.0
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2015,351736.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1990,124079.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1991,159293.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1992,201664.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1993,250400.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1994,307057.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1995,370111.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1996,433533.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1997,506325.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1998,585628.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1999,666200.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2000,747312.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2001,825789.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2002,894403.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2003,952252.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2004,990591.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2005,990550.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2006,967399.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2007,915083.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2008,840433.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2009,770902.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2010,719105.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2011,683805.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2012,638037.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2013,572178.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2014,519201.0
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2015,491881.0
AIDS-related deaths,Number,Males Adults (15+) estimate,1990,150131.0
AIDS-related deaths,Number,Males Adults (15+) estimate,1991,186255.0
AIDS-related deaths,Number,Males Adults (15+) estimate,1992,227714.0
AIDS-related deaths,Number,Males Adults (15+) estimate,1993,274951.0
AIDS-related deaths,Number,Males Adults (15+) estimate,1994,328026.0
AIDS-related deaths,Number,Males Adults (15+) estimate,1995,387003.0
AIDS-related deaths,Number,Males Adults (15+) estimate,1996,419372.0
AIDS-related deaths,Number,Males Adults (15+) estimate,1997,472918.0
AIDS-related deaths,Number,Males Adults (15+) estimate,1998,541016.0
AIDS-related deaths,Number,Males Adults (15+) estimate,1999,603847.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2000,670099.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2001,737238.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2002,795238.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2003,840903.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2004,870663.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2005,872816.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2006,853287.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2007,814395.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2008,764141.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2009,715443.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2010,684628.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2011,677727.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2012,663605.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2013,639152.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2014,607701.0
AIDS-related deaths,Number,Males Adults (15+) estimate,2015,584911.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1990,113559.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1991,142673.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1992,177487.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1993,217279.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1994,262378.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1995,312761.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1996,339559.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1997,384184.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1998,443126.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1999,498838.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2000,558586.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2001,618511.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2002,674107.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2003,716938.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2004,748464.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2005,753585.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2006,739202.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2007,708944.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2008,665223.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2009,621836.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2010,592333.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2011,583153.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2012,570546.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2013,546514.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2014,516248.0
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2015,493245.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1990,197649.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1991,240476.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1992,290206.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1993,345518.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1994,408224.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1995,475659.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1996,512657.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1997,573978.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1998,650929.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1999,721275.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2000,793970.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2001,866081.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2002,925456.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2003,970653.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2004,1000218.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2005,998337.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2006,975258.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2007,927225.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2008,872487.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2009,818784.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2010,785774.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2011,779653.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2012,765526.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2013,742139.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2014,711597.0
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2015,689769.0
Pregnant women who received ARV for preventing MTCT,Number,program data,2011,840206.0
Pregnant women who received ARV for preventing MTCT,Number,program data,2012,936389.0
Pregnant women who received ARV for preventing MTCT,Number,program data,2013,1009820.0
Pregnant women who received ARV for preventing MTCT,Number,program data,2014,1073160.0
Pregnant women who received ARV for preventing MTCT,Number,program data,2015,1110070.0
Pregnant women needing ARV for preventing MTCT,Number,estimate,2011,1438200.0
Pregnant women needing ARV for preventing MTCT,Number,estimate,2012,1429310.0
Pregnant women needing ARV for preventing MTCT,Number,estimate,2013,1438350.0
Pregnant women needing ARV for preventing MTCT,Number,estimate,2014,1438910.0
Pregnant women needing ARV for preventing MTCT,Number,estimate,2015,1444130.0
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2010,1284030.0
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2011,1276040.0
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2012,1282720.0
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2013,1283110.0
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2014,1283500.0
New HIV Infections,Number,Adults (15+) estimate,1990,1824510.0
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2015,1292890.0
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2010,1623020.0
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2011,1632530.0
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2012,1614530.0
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2013,1618400.0
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2014,1612970.0
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2015,1613800.0
Pregnant women who received ARV for preventing MTCT,Number,program data,2010,715217.0
New HIV Infections,Number,Adults (15+) estimate,1991,2109630.0
New HIV Infections,Number,Adults (15+) estimate,1992,2353440.0
New HIV Infections,Number,Adults (15+) estimate,1993,2541400.0
New HIV Infections,Number,Adults (15+) estimate,1994,2793910.0
New HIV Infections,Number,Adults (15+) estimate,1995,2926900.0
New HIV Infections,Number,Adults (15+) estimate,1996,3017820.0
New HIV Infections,Number,Adults (15+) estimate,1997,3033830.0
New HIV Infections,Number,Adults (15+) estimate,1998,2964910.0
New HIV Infections,Number,Adults (15+) estimate,1999,2853330.0
New HIV Infections,Number,Adults (15+) estimate,2000,2698990.0
New HIV Infections,Number,Adults (15+) estimate,2001,2546500.0
New HIV Infections,Number,Adults (15+) estimate,2002,2398780.0
New HIV Infections,Number,Adults (15+) estimate,2003,2264150.0
New HIV Infections,Number,Adults (15+) estimate,2004,2146740.0
New HIV Infections,Number,Adults (15+) estimate,2005,2056660.0
New HIV Infections,Number,Adults (15+) estimate,2006,1988120.0
New HIV Infections,Number,Adults (15+) estimate,2007,1956980.0
New HIV Infections,Number,Adults (15+) estimate,2008,1922120.0
New HIV Infections,Number,Adults (15+) estimate,2009,1912640.0
New HIV Infections,Number,Adults (15+) estimate,2010,1910450.0
New HIV Infections,Number,Adults (15+) estimate,2011,1920930.0
New HIV Infections,Number,Adults (15+) estimate,2012,1928410.0
New HIV Infections,Number,Adults (15+) estimate,2013,1934070.0
New HIV Infections,Number,Adults (15+) estimate,2014,1936450.0
New HIV Infections,Number,Adults (15+) estimate,2015,1923230.0
New HIV Infections,Number,Adults (15+) lower estimate,1990,1608120.0
New HIV Infections,Number,Adults (15+) lower estimate,1991,1878360.0
New HIV Infections,Number,Adults (15+) lower estimate,1992,2100090.0
New HIV Infections,Number,Adults (15+) lower estimate,1993,2267420.0
New HIV Infections,Number,Adults (15+) lower estimate,1994,2495360.0
New HIV Infections,Number,Adults (15+) lower estimate,1995,2624060.0
New HIV Infections,Number,Adults (15+) lower estimate,1996,2732410.0
New HIV Infections,Number,Adults (15+) lower estimate,1997,2759430.0
New HIV Infections,Number,Adults (15+) lower estimate,1998,2694950.0
New HIV Infections,Number,Adults (15+) lower estimate,1999,2588210.0
New HIV Infections,Number,Adults (15+) lower estimate,2000,2451980.0
New HIV Infections,Number,Adults (15+) lower estimate,2001,2312760.0
New HIV Infections,Number,Adults (15+) lower estimate,2002,2177220.0
New HIV Infections,Number,Adults (15+) lower estimate,2003,2055590.0
New HIV Infections,Number,Adults (15+) lower estimate,2004,1948340.0
New HIV Infections,Number,Adults (15+) lower estimate,2005,1866610.0
New HIV Infections,Number,Adults (15+) lower estimate,2006,1809230.0
New HIV Infections,Number,Adults (15+) lower estimate,2007,1773570.0
New HIV Infections,Number,Adults (15+) lower estimate,2008,1737040.0
New HIV Infections,Number,Adults (15+) lower estimate,2009,1723880.0
New HIV Infections,Number,Adults (15+) lower estimate,2010,1709640.0
New HIV Infections,Number,Adults (15+) lower estimate,2011,1716480.0
New HIV Infections,Number,Adults (15+) lower estimate,2012,1718560.0
New HIV Infections,Number,Adults (15+) lower estimate,2013,1720090.0
New HIV Infections,Number,Adults (15+) lower estimate,2014,1715130.0
New HIV Infections,Number,Adults (15+) lower estimate,2015,1693250.0
New HIV Infections,Number,Adults (15+) upper estimate,1990,2084110.0
New HIV Infections,Number,Adults (15+) upper estimate,1991,2377400.0
New HIV Infections,Number,Adults (15+) upper estimate,1992,2641270.0
New HIV Infections,Number,Adults (15+) upper estimate,1993,2865910.0
New HIV Infections,Number,Adults (15+) upper estimate,1994,3162130.0
New HIV Infections,Number,Adults (15+) upper estimate,1995,3293750.0
New HIV Infections,Number,Adults (15+) upper estimate,1996,3360770.0
New HIV Infections,Number,Adults (15+) upper estimate,1997,3361520.0
New HIV Infections,Number,Adults (15+) upper estimate,1998,3268170.0
New HIV Infections,Number,Adults (15+) upper estimate,1999,3130090.0
New HIV Infections,Number,Adults (15+) upper estimate,2000,2968570.0
New HIV Infections,Number,Adults (15+) upper estimate,2001,2801920.0
New HIV Infections,Number,Adults (15+) upper estimate,2002,2651720.0
New HIV Infections,Number,Adults (15+) upper estimate,2003,2510410.0
New HIV Infections,Number,Adults (15+) upper estimate,2004,2381920.0
New HIV Infections,Number,Adults (15+) upper estimate,2005,2284110.0
New HIV Infections,Number,Adults (15+) upper estimate,2006,2207150.0
New HIV Infections,Number,Adults (15+) upper estimate,2007,2173080.0
New HIV Infections,Number,Adults (15+) upper estimate,2008,2134970.0
New HIV Infections,Number,Adults (15+) upper estimate,2009,2125560.0
New HIV Infections,Number,Adults (15+) upper estimate,2010,2141080.0
New HIV Infections,Number,Adults (15+) upper estimate,2011,2165020.0
New HIV Infections,Number,Adults (15+) upper estimate,2012,2181750.0
New HIV Infections,Number,Adults (15+) upper estimate,2013,2198350.0
New HIV Infections,Number,Adults (15+) upper estimate,2014,2205790.0
New HIV Infections,Number,Adults (15+) upper estimate,2015,2212350.0
New HIV Infections,Number,All ages estimate,1990,2013520.0
New HIV Infections,Number,All ages estimate,1991,2333870.0
New HIV Infections,Number,All ages estimate,1992,2614640.0
New HIV Infections,Number,All ages estimate,1993,2840140.0
New HIV Infections,Number,All ages estimate,1994,3131290.0
New HIV Infections,Number,All ages estimate,1995,3302380.0
New HIV Infections,Number,All ages estimate,1996,3428730.0
New HIV Infections,Number,All ages estimate,1997,3473980.0
New HIV Infections,Number,All ages estimate,1998,3428020.0
New HIV Infections,Number,All ages estimate,1999,3333160.0
New HIV Infections,Number,All ages estimate,2000,3188840.0
New HIV Infections,Number,All ages estimate,2001,3041700.0
New HIV Infections,Number,All ages estimate,2002,2892850.0
New HIV Infections,Number,All ages estimate,2003,2749030.0
New HIV Infections,Number,All ages estimate,2004,2616010.0
New HIV Infections,Number,All ages estimate,2005,2504630.0
New HIV Infections,Number,All ages estimate,2006,2415770.0
New HIV Infections,Number,All ages estimate,2007,2356500.0
New HIV Infections,Number,All ages estimate,2008,2296660.0
New HIV Infections,Number,All ages estimate,2009,2245660.0
New HIV Infections,Number,All ages estimate,2010,2205040.0
New HIV Infections,Number,All ages estimate,2011,2186940.0
New HIV Infections,Number,All ages estimate,2012,2158040.0
New HIV Infections,Number,All ages estimate,2013,2135150.0
New HIV Infections,Number,All ages estimate,2014,2101330.0
New HIV Infections,Number,All ages estimate,2015,2069170.0
New HIV Infections,Number,All ages lower estimate,1990,1774740.0
New HIV Infections,Number,All ages lower estimate,1991,2078510.0
New HIV Infections,Number,All ages lower estimate,1992,2335490.0
New HIV Infections,Number,All ages lower estimate,1993,2529840.0
New HIV Infections,Number,All ages lower estimate,1994,2804820.0
New HIV Infections,Number,All ages lower estimate,1995,2963010.0
New HIV Infections,Number,All ages lower estimate,1996,3103450.0
New HIV Infections,Number,All ages lower estimate,1997,3151550.0
New HIV Infections,Number,All ages lower estimate,1998,3110100.0
New HIV Infections,Number,All ages lower estimate,1999,3023750.0
New HIV Infections,Number,All ages lower estimate,2000,2898060.0
New HIV Infections,Number,All ages lower estimate,2001,2764530.0
New HIV Infections,Number,All ages lower estimate,2002,2628490.0
New HIV Infections,Number,All ages lower estimate,2003,2496110.0
New HIV Infections,Number,All ages lower estimate,2004,2362490.0
New HIV Infections,Number,All ages lower estimate,2005,2265040.0
New HIV Infections,Number,All ages lower estimate,2006,2201670.0
New HIV Infections,Number,All ages lower estimate,2007,2135040.0
New HIV Infections,Number,All ages lower estimate,2008,2080060.0
New HIV Infections,Number,All ages lower estimate,2009,2021450.0
New HIV Infections,Number,All ages lower estimate,2010,1970990.0
New HIV Infections,Number,All ages lower estimate,2011,1943420.0
New HIV Infections,Number,All ages lower estimate,2012,1917730.0
New HIV Infections,Number,All ages lower estimate,2013,1888440.0
New HIV Infections,Number,All ages lower estimate,2014,1852440.0
New HIV Infections,Number,All ages lower estimate,2015,1809030.0
New HIV Infections,Number,All ages upper estimate,1990,2307210.0
New HIV Infections,Number,All ages upper estimate,1991,2638460.0
New HIV Infections,Number,All ages upper estimate,1992,2940640.0
New HIV Infections,Number,All ages upper estimate,1993,3207480.0
New HIV Infections,Number,All ages upper estimate,1994,3540380.0
New HIV Infections,Number,All ages upper estimate,1995,3704360.0
New HIV Infections,Number,All ages upper estimate,1996,3821110.0
New HIV Infections,Number,All ages upper estimate,1997,3836070.0
New HIV Infections,Number,All ages upper estimate,1998,3778500.0
New HIV Infections,Number,All ages upper estimate,1999,3651750.0
New HIV Infections,Number,All ages upper estimate,2000,3509280.0
New HIV Infections,Number,All ages upper estimate,2001,3343140.0
New HIV Infections,Number,All ages upper estimate,2002,3182830.0
New HIV Infections,Number,All ages upper estimate,2003,3032670.0
New HIV Infections,Number,All ages upper estimate,2004,2884970.0
New HIV Infections,Number,All ages upper estimate,2005,2777980.0
New HIV Infections,Number,All ages upper estimate,2006,2674440.0
New HIV Infections,Number,All ages upper estimate,2007,2609900.0
New HIV Infections,Number,All ages upper estimate,2008,2544930.0
New HIV Infections,Number,All ages upper estimate,2009,2500040.0
New HIV Infections,Number,All ages upper estimate,2010,2466060.0
New HIV Infections,Number,All ages upper estimate,2011,2461950.0
New HIV Infections,Number,All ages upper estimate,2012,2444270.0
New HIV Infections,Number,All ages upper estimate,2013,2434100.0
New HIV Infections,Number,All ages upper estimate,2014,2402370.0
New HIV Infections,Number,All ages upper estimate,2015,2383230.0
New HIV Infections,Number,Children (0-14) estimate,1990,189006.0
New HIV Infections,Number,Children (0-14) estimate,1991,224236.0
New HIV Infections,Number,Children (0-14) estimate,1992,261202.0
New HIV Infections,Number,Children (0-14) estimate,1993,298744.0
New HIV Infections,Number,Children (0-14) estimate,1994,337397.0
New HIV Infections,Number,Children (0-14) estimate,1995,375463.0
New HIV Infections,Number,Children (0-14) estimate,1996,410888.0
New HIV Infections,Number,Children (0-14) estimate,1997,440155.0
New HIV Infections,Number,Children (0-14) estimate,1998,463105.0
New HIV Infections,Number,Children (0-14) estimate,1999,479847.0
New HIV Infections,Number,Children (0-14) estimate,2000,489850.0
New HIV Infections,Number,Children (0-14) estimate,2001,495190.0
New HIV Infections,Number,Children (0-14) estimate,2002,494064.0
New HIV Infections,Number,Children (0-14) estimate,2003,484878.0
New HIV Infections,Number,Children (0-14) estimate,2004,469270.0
New HIV Infections,Number,Children (0-14) estimate,2005,447982.0
New HIV Infections,Number,Children (0-14) estimate,2006,427649.0
New HIV Infections,Number,Children (0-14) estimate,2007,399516.0
New HIV Infections,Number,Children (0-14) estimate,2008,374541.0
New HIV Infections,Number,Children (0-14) estimate,2009,333036.0
New HIV Infections,Number,Children (0-14) estimate,2010,294575.0
New HIV Infections,Number,Children (0-14) estimate,2011,266028.0
New HIV Infections,Number,Children (0-14) estimate,2012,229631.0
New HIV Infections,Number,Children (0-14) estimate,2013,201095.0
New HIV Infections,Number,Children (0-14) estimate,2014,164883.0
New HIV Infections,Number,Children (0-14) estimate,2015,145932.0
New HIV Infections,Number,Children (0-14) lower estimate,1990,160432.0
New HIV Infections,Number,Children (0-14) lower estimate,1991,190318.0
New HIV Infections,Number,Children (0-14) lower estimate,1992,223476.0
New HIV Infections,Number,Children (0-14) lower estimate,1993,255039.0
New HIV Infections,Number,Children (0-14) lower estimate,1994,287890.0
New HIV Infections,Number,Children (0-14) lower estimate,1995,327278.0
New HIV Infections,Number,Children (0-14) lower estimate,1996,354803.0
New HIV Infections,Number,Children (0-14) lower estimate,1997,382139.0
New HIV Infections,Number,Children (0-14) lower estimate,1998,403339.0
New HIV Infections,Number,Children (0-14) lower estimate,1999,414549.0
New HIV Infections,Number,Children (0-14) lower estimate,2000,427328.0
New HIV Infections,Number,Children (0-14) lower estimate,2001,436312.0
New HIV Infections,Number,Children (0-14) lower estimate,2002,429480.0
New HIV Infections,Number,Children (0-14) lower estimate,2003,421907.0
New HIV Infections,Number,Children (0-14) lower estimate,2004,407651.0
New HIV Infections,Number,Children (0-14) lower estimate,2005,389975.0
New HIV Infections,Number,Children (0-14) lower estimate,2006,366807.0
New HIV Infections,Number,Children (0-14) lower estimate,2007,343502.0
New HIV Infections,Number,Children (0-14) lower estimate,2008,320654.0
New HIV Infections,Number,Children (0-14) lower estimate,2009,280933.0
New HIV Infections,Number,Children (0-14) lower estimate,2010,247089.0
New HIV Infections,Number,Children (0-14) lower estimate,2011,220219.0
New HIV Infections,Number,Children (0-14) lower estimate,2012,186968.0
