Company,"Know to use the ""Double Irish Arrangement""?",Discloses Likely Tax Payments from Repatriation,Citizen for Tax Justice ID,Category,Description,Turnover,Profit,Employees,Address,Profile on Irish Times,Coordinates,Image,Sources,Sources Link,Homepage,Twitter,clean_text,Cluster
Hertz,,,,Transport,"Hertz Europe Service Centre Limited is Hertz's European customers service hub. Based in Swords, it is a major employer in the North Dublin region, employing close to 900 people at the end of 2010. HESC Limited was establihsed in 1996 and provides reservation, customer service and accounting support to 9 European countries - France, Germany, Italy. Spain UK Ireland, Switzerland, Belgium and The Netherlands. It also provides services to licensees in the EMEA region. Further back office operations were consolidated into Dublin in 2010, including areas such as human resources, finance, and sales/","€55,400,000","€10,500,000",781,Swords Business Park  Swords  Co.Dublin,http://www.top1000.ie/hertz,"53.461109,-6.244084",http://www.top1000.ie/images/logo/hertz,,,http://www.hertz.ie/,@hertz,hertz europe service centre limited hertz european customer service hub based sword major employer north dublin region employing close people end hesc limited establihsed provides reservation customer service accounting support european country france germany italy spain ireland switzerland belgium netherlands also provides service licensee emea region back office operation consolidated dublin including area human resource finance sale,2
Hickey's Pharmacies,,,,Health,"Hickey’s Pharmacies are an Irish-owned pharmacy group established in 1995. The company has 27 stores nationwide. The company provides a range of services including blood pressure monitoring, emergency contraception, winter flu vaccine, smoking cessation, diabetes screening and medication management.","€46,300,000","€1,100,000",298,Unit 3  Northwood Court  Santry Demesne  Dublin 9.,http://www.top1000.ie/hickeys-pharmacies,"53.401529,-6.260799",,,,http://www.hickeyspharmacies.ie/,,hickey pharmacy irishowned pharmacy group established company store nationwide company provides range service including blood pressure monitoring emergency contraception winter flu vaccine smoking cessation diabetes screening medication management,2
High Pool Tankers,,,,Transport,High Pool Tankers is a water transport firm.,"€66,500,000",,,The Anchorage  17/19 Sir John Rogersons Quay  Dublin 2,http://www.top1000.ie/high-pool-tankers,"53.345823,-6.235605",,,,http://www.damicotankers.com/,,high pool tanker water transport firm,2
Hilton Foods,,,,Agribusiness,"Hilton Foods processes and packs red meat and cured meats. It is based in Drogheda, Co Louth and employs 288 people. It is part of the Hilton Food Group which is the largest dedicated packer of red meat in Europe. Its customers include supermarket giant Tesco.","€109,000,000","€3,400,000",310,Terminfeckin road  Drogheda  Co. Louth,http://www.top1000.ie/hilton-foods,"53.732434,-6.317057",,,,http://www.hiltonfoodgroupplc.com/,,hilton food process pack red meat cured meat based drogheda louth employ people part hilton food group largest dedicated packer red meat europe customer include supermarket giant tesco,1
Hino Harris,,,,Transport,"J Harris (Assemblers) have been importing, assembling and distributing Hino Trucks since 1967. The company's distribution of Hino Trucks is accomplished through its dealer network in Ireland and the United Kingdom.","€60,000,000",,150,Naas Road  Dublin 12.,http://www.top1000.ie/hino-harris,"53.334394,-6.328099",,,,http://www.hino.ie/,,harris assembler importing assembling distributing hino truck since company distribution hino truck accomplished dealer network ireland united kingdom,3
Hollister,,,,Health,Hollister is a healthcare company that manufactures and distributes a range of ostomy and continence care products for the global healthcare market.,"€80,000,000",,570,Foxford Road  Rehins  Ballina  Co Mayo,http://www.top1000.ie/hollister,"54.101763,-9.164065",,,,http://www.hollister.com/,,hollister healthcare company manufacture distributes range ostomy continence care product global healthcare market,0
Homebase,,,,Retailing,"Homebase is a DIY, decorating, home and garden retailer which has more than 300 out-of-town stores throughout the UK and Republic of Ireland. It sells over 38,000 products across DIY and decorating, home and garden ranges, serving over 65 million customers per year through its stores while also offering home delivery for bulky, high-value items.In July 2013, an examiner was appointed to the chain's 15 Irish stores, resulting in the closure of two stores in Carlow and Castlebar.","€45,400,000","-€4,600,000",486,Unit C1  Gulliver's Retail Park  Ballymun Road  Santry  Dublin 9,http://www.top1000.ie/homebase,"53.403878,-6.264026",http://www.top1000.ie/images/logo/homebase,,,http://www.homebase.co.uk/,@homebase_uk,homebase diy decorating home garden retailer outoftown store throughout republic ireland sell product across diy decorating home garden range serving million customer per year store also offering home delivery bulky highvalue itemsin july examiner appointed chain irish store resulting closure two store carlow castlebar,1
Homestore+More,,,,Retailing,"The first homestore + more opened in Tallaght, Dublin in 2004. There are now 11 stores nationwide employing more than 200 people.","€64,500,000","€5,100,000",300,UNIT 4  PARKWAY HOUSE  BALLYMOUNT DRIVE  DUBLIN 12,http://www.top1000.ie/homestoremore,"53.291013,-6.193162",http://www.top1000.ie/images/logo/homestoremore,,,http://www.homestoreandmore/,@homestoreNmore,first homestore opened tallaght dublin store nationwide employing people,1
Honeywell Measurex,,,,Business Technology,"Honeywell Measurex is engaged in the manufacture, sale and servicing of computer integrated process control equipment and the distribution of parts. It is part of the Honeywell Group, a Fortune 100 company that invents and manufactures technologies to address challenges linked to global macrotrends such as safety, security, and energy. It has approximately 122,000 employees worldwide across the following business units: aerospace; automation and control solutions; performance materials and technologies and transportation systems.","€160,800,000","€28,400,000",66,Unit 24 -26 Industrial Estate  Cork Road  Waterford.,http://www.top1000.ie/honeywell-measurex,"52.243013,-7.155202",,,,http://honeywell.com/,,honeywell measurex engaged manufacture sale servicing computer integrated process control equipment distribution part part honeywell group fortune company invents manufacture technology address challenge linked global macrotrends safety security energy approximately employee worldwide across following business unit aerospace automation control solution performance material technology transportation system,0
Honeywell Transportation Ireland,,,,Manufacturing,"Honeywell Transportation Ireland Ltd produces compressor wheels and turbine wheels which are two of the significant components of turbochargers. The company is part of Honeywell Transportation Systems, a provider of technologies and solutions to automakers, their suppliers, and consumers.","€61,000,000","-€17,200,000",363,Unit 411  IDA Industrial Estate  Cork Road  Waterford,http://www.top1000.ie/honeywell-transportation-ireland,"51.951751,-7.867031",,,,http://www.honeywell.com/,,honeywell transportation ireland ltd produce compressor wheel turbine wheel two significant component turbochargers company part honeywell transportation system provider technology solution automaker supplier consumer,3
Horgans Delicatessen Supplies,,,,Food,"Horgans Delicatessen Supplies specialise in the sales, marketing and distribution of chilled food products. Its trade customers range from individual restaurants and delicatessen outlets to major multiples including Tesco, Dunnes Stores, Superquinn, Marks & Spencer, SuperValu, Centra, Spar, Londis and Mace. Trade customers are supported by its sales and marketing team and by a telesales team. It is based in Mitchelstown, Co Cork.","€23,000,000","-€600,000",73,Knocknamuck  Mitchelstown  Co Cork,http://www.top1000.ie/horgans-delicatessen-supplies,"52.274231,-8.215225",,,,http://www.horgans.com/,,horgans delicatessen supply specialise sale marketing distribution chilled food product trade customer range individual restaurant delicatessen outlet major multiple including tesco dunnes store superquinn mark spencer supervalu centrum spar londis mace trade customer supported sale marketing team telesales team based mitchelstown cork,1
Hostelworld,,,,Tourism,"Hostelworld.com is a hostel booking website listing some 24,000 properties worldwide. Its parent company Web Reservations International (WRI) provides technology and distribution solutions to accommodation and other travel suppliers worldwide through a network of owned sites and affiliate partners. It employs about 120 people in Ireland In 2009 it was acquired by private investment firm Hellman and Friedman LLC.","€57,200,000","-€29,800,000",255,Charlemont Exchange  Charlemont Street  Dublin 2,http://www.top1000.ie/hostelworld,"53.332499,-6.263176",http://www.top1000.ie/images/logo/hostelworld,,,http://www.webresint.com/,@hostelworld,hostelworldcom hostel booking website listing property worldwide parent company web reservation international wri provides technology distribution solution accommodation travel supplier worldwide network owned site affiliate partner employ people ireland acquired private investment firm hellman friedman llc,2
HP Ireland,,No,Hewlett-Packard,Technology,"Hewlett Packard in Ireland runs nine different businesses with over 4,000 employees in the areas of manufacturing, research and development, customer software support, marketing, and sales and services. The main site for HP in Ireland is located in Leixlip, Co Kildare, and HP also has sites in Galway, Belfast and Dublin. The holding company for most of its Irish operations is Founded in 1939, HP is a technology company that operates in more than 170 countries around the world. The world's largest technology company, HP brings together a portfolio that spans printing, personal computing, software, services and IT infrastructure.","€1,000,000,000",,"4,000",Liffey Park Technology Campus (LPTC)  Barnhall Road  Leixlip Kildare  Ireland,http://www.top1000.ie/hp-ireland,"53.359811,-6.516846",http://www.top1000.ie/images/logo/hp-ireland,Citizen For Tax Justice 2013,http://ctj.org/pdf/applenotalone.pdf,http://www.hp.com/,@HP,hewlett packard ireland run nine different business employee area manufacturing research development customer software support marketing sale service main site ireland located leixlip kildare also site galway belfast dublin holding company irish operation founded technology company operates country around world world largest technology company brings together portfolio span printing personal computing software service infrastructure,2
Huawei Technologies,,,,Technology,"Huawei Technologies (Ireland) sells, distributes and maintains communications equipment primarily manufactured by members of the Huawei group. It had 27 employees in Ireland in 2012.","€32,400,000","€1,000,000",27,Regus Harcourt Centre  Harcourt Road  Dublin 2,http://www.top1000.ie/huawei-technologies,"53.332795,-6.264021",,,,http://www.huawei.com/en,,huawei technology ireland sell distributes maintains communication equipment primarily manufactured member huawei group employee ireland,3
Humax,,,,Consumer Technology,"Humax is one of the world's largest manufacturers of digital set-top boxes, exporting its products to over 90 countries across the globe. It supplies digital TV products including digital TV recorders (DTRs) and high definition (HD) set-top boxes.","€115,500,000","€1,600,000",27,Thomas House  14-16 James Street South  Belfast.  BT2 7GA,http://www.top1000.ie/humax,"54.595376,-5.932175",http://www.top1000.ie/images/logo/humax,,,http://www.humaxdigital.com/,@Humaxdigital,humax one world largest manufacturer digital settop box exporting product country across globe supply digital product including digital recorder dtrs high definition settop box,1
Huntstown Power,,,,Energy,Huntstown Power Company's main activity is the generation of electricity at its gas turbine plant in the Huntstown Quarry adjacent to the M50 motorway. The Huntstown power plant project began in 1997.,"€112,000,000","-€15,200,000",4,Mill House  Ashtowngate  Navan Rd  Dublin 15,http://www.top1000.ie/huntstown-power,"53.428314,-6.384973",,,,,,huntstown power company main activity generation electricity gas turbine plant huntstown quarry adjacent motorway huntstown power plant project began,3
Hyundai Cars Ireland,,,,Transport,"Lejaro Limited is engaged in the distribution of motor vehicles and motor parts and in the provision of management services. The company's operations are based at Hyundai House, Naas Road, Dublin.","€70,000,000","€3,500,000",30,Hyundai House  JFK Drive  Naas Road  Dublin 12.,http://www.top1000.ie/hyundai-cars-ireland,"53.323375,-6.35483",,,,http://www.hyundai.ie/,,lejaro limited engaged distribution motor vehicle motor part provision management service company operation based hyundai house naas road dublin,2
IAC,,,,Consumer Technology,"IAC Search and Media (formerly AskJeeves) is an internet company with more than 50 fast-growing, highly-related brands serving loyal consumer audiences. Its mission is to harness the power of interactivity to make daily life easier and more productive for people all over the world. Ranked by Fortune magazine's annual standing of the world's most admired companies in the Internet Services & Retailing sector for many years, IAC's network of sites has over 954 million total monthly visits. With more than 307 million unique visitors across more than 30 countries, IAC's network of sites would rank as the 6th largest in the world.","€248,900,000","€10,600,000",9,Unit 1  College Business and Technology Park  Blanchardstown North Road  Blanchardstown  Dublin 15,http://www.top1000.ie/iac,"53.369181,-6.335652",http://www.top1000.ie/images/logo/iac,,,http://www.iac.com/,@iaskjeevesdotcom,iac search medium formerly askjeeves internet company fastgrowing highlyrelated brand serving loyal consumer audience mission harness power interactivity make daily life easier productive people world ranked fortune magazine annual standing world admired company internet service retailing sector many year iacs network site million total monthly visit million unique visitor across country iacs network site would rank largest world,2
Icon Plc,,,,Pharma,"ICON is a global provider of outsourced development services to the pharmaceutical, biotechnology and medical device industries. It specialises in the strategic development, management and analysis of programs that support clinical development - from compound selection to Phase I-IV clinical studies It conducts clinical trials and development projects on both a local and a global basis. The company has operations in Leopardstown, Co. Dublin.","€973,200,000","€74,700,000","10,300",South County Business Park  Leopardstown  Dublin 18  Ireland,http://www.top1000.ie/icon-plc,"53.270462,-6.197513",http://www.top1000.ie/images/logo/icon-plc,,,http://www.iconplc.com/,@iconplc,icon global provider outsourced development service pharmaceutical biotechnology medical device industry specialises strategic development management analysis program support clinical development compound selection phase iiv clinical study conduct clinical trial development project local global basis company operation leopardstown dublin,0
IITC,,,,Retailing,"Irish International Trading Corporation (Cork) PLC was established in 1920 and is a wholesaler of hardware, steel, wire, salt and plumbing materials. In 2008 the group began to trade in the dealing and development of land.","€34,400,000","€1,200,000",86,Tramore Road  Cork,http://www.top1000.ie/iitc,"51.876583,-8.480906",,,,http://www.iitc.ie/,,irish international trading corporation cork plc established wholesaler hardware steel wire salt plumbing material group began trade dealing development land,3
Ikea,,,,Retailing,"This is the Irish subsidiary of Swedish furniture giant the Ikea Group. Its only store in the Republic, at Ballymun in Dublin, opened in 2009. Dublin Ikea is amongst the most profitable stores in Europe and employs more than 400 people. The store sells flatpack furniture, appliances and home accessories. The global brand operates in 41 countries with annual turnover of almost €25 billion.","€104,000,000","€5,800,000",412,St Margaret's Road  Ballymun  Dublin 11,http://www.top1000.ie/ikea,"53.407622,-6.2744",http://www.top1000.ie/images/logo/ikea,,,http://www.ikea.com/ie/en/,@ikealiving,irish subsidiary swedish furniture giant ikea group store republic ballymun dublin opened dublin ikea amongst profitable store europe employ people store sell flatpack furniture appliance home accessory global brand operates country annual turnover almost billion,1
ILFC Ireland,,,,Financial Services Aviation,"ILFC is engaged in aircraft leasing. It leases aircraft from its parent company Sierra Leasing Ltd, which is incorporated in Bermuda, and sub-leases them to various airlines, mainly in Europe and Asia. Its ultimate parent is AIG.In December 2013 Aercap agreed to buy ILFC from AIG.","€50,200,000","€600,000",,30 North Wall Quay  Dublin 1,http://www.top1000.ie/ilfc-ireland,"53.347415,-6.237859",,,,,,ilfc engaged aircraft leasing lease aircraft parent company sierra leasing ltd incorporated bermuda sublease various airline mainly europe asia ultimate parent aigin december aercap agreed buy ilfc aig,3
Imagine Communications,,,,Communications,"Imagine Communications provides telecommunications services to corporate and residential customers.The company is probably best known in Ireland for its WiMax or Worldwide Interoperability for Microwave Access product, a 4G wireless technology giving consumers home phone and internet service with no line rental charge. The company has business operations all over the world with a network capability in Ireland, the UK, the Netherlands, Austria, Norway and the USA.","€46,400,000","-€8,200,000",188,Communications House  Barrow Street  Dublin 4,http://www.top1000.ie/imagine-communications,"53.341409,-6.236188",http://www.top1000.ie/images/logo/imagine-communications,,,http://www.imagine.ie/,@imagineWiMAX,imagine communication provides telecommunication service corporate residential customersthe company probably best known ireland wimax worldwide interoperability microwave access product wireless technology giving consumer home phone internet service line rental charge company business operation world network capability ireland netherlands austria norway usa,2
IMRO,,,,Communications,"IMRO is the body which administers the performing right in copyright music in Ireland on behalf of its members, typically songwriters, composers and music publishers. Music users such as broadcasters, venues and businesses must pay for their use of copyright music by way of a blanket licence fee. IMRO collects these monies and distributes them to the songwriters, composers and music publishers who created the songs. IMRO is also involved in the sponsorship and promotion of music in Ireland","€36,900,000","€100,000",51,Copyright House  Pembroke Row  Lower Baggot Street  Dublin 2,http://www.top1000.ie/imro,"53.33445,-6.245732",http://www.top1000.ie/images/logo/imro,,,http://www.imro.ie/,@imroireland,imro body administers performing right copyright music ireland behalf member typically songwriter composer music publisher music user broadcaster venue business must pay use copyright music way blanket licence fee imro collect monies distributes songwriter composer music publisher created song imro also involved sponsorship promotion music ireland,3
Imtech Suir Engineering,,,,Construction,"Imtech Suir Engineering provides electrical, mechanical and instrumentation services. It was established in 1984 and remained in private ownership until October 2007 when it became part of the Imtech NV Group. Imtech Suir Engineering operates from its headquarters in Waterford and has offices in Dublin and London, and provides design and installation services and maintenance to commercial, industrial, institutional and government bodies.Imtech is a European-wide Technical Services Provider in the fields of electrical, mechanical and ICT engineering and construction with 26,000 employees and an annual revenue in excess of €5 billion across Europe.","€129,000,000","€5,000,000",702,Unit 9A  Cleaboy Business Park  Old Kilmeaden Road  Waterford,http://www.top1000.ie/imtech-suir-engineering,"52.251293,-7.152858",,,,http://imtechsuir.ie/,,imtech suir engineering provides electrical mechanical instrumentation service established remained private ownership october became part imtech group imtech suir engineering operates headquarters waterford office dublin london provides design installation service maintenance commercial industrial institutional government bodiesimtech europeanwide technical service provider field electrical mechanical ict engineering construction employee annual revenue excess billion across europe,2
Independent News & Media (INM),,,,Media And Marketing,"Independent News & Media (INM)'s main activities are the printing and publishing of national, metropolitan and regional newspapers in Ireland, Northern Ireland and South Africa. Newspapers in Ireland include the Irish Independent, Sunday Independent, Evening Herald, Sunday World and The Star. It owns a number of regional newspapers in counties Cork, Kerry, Dublin, Louth, Wexford, Wicklow, Carlow and Sligo. It is also a newspaper contract printer and wholesale newspaper distributor on the island of Ireland. It has a share APN News & Media, which publishes newspapers in New Zealand and Australia, is Australia's largest outdoor advertiser and radio operator with 140 stations. The group also has more than 75 website sites such as Grabone.ie and Independent.ie.In aggregate, INM manages gross assets of €322 million, revenue of €355 million and employs approximately 1,000 people worldwide.","€322,400,000","€253,700,000","2,671",Independent House  2023 Bianconi Avenue  Citywest Business Campus  Naas Road  Dublin 24,http://www.top1000.ie/independent-news-media-inm,"53.290984,-6.444452",,,,http://www.inmplc.com/,,independent news medium inms main activity printing publishing national metropolitan regional newspaper ireland northern ireland south africa newspaper ireland include irish independent sunday independent evening herald sunday world star owns number regional newspaper county cork kerry dublin louth wexford wicklow carlow sligo also newspaper contract printer wholesale newspaper distributor island ireland share apn news medium publishes newspaper new zealand australia australia largest outdoor advertiser radio operator station group also website site graboneie independentiein aggregate inm manages gross asset million revenue million employ approximately people worldwide,3
Ingersoll-Rand,,,,Construction,Ingersoll-Rand Irish Holdings operates as a subsidiary of Ingersoll-Rand Plc. The industrial techology firm makes climate control systems.,"€1,100,000,000",,250,Monivea Road  Mervue Industrial Estate  Co Galway.,http://www.top1000.ie/ingersollrand,"53.289386,-9.017652",http://www.top1000.ie/images/logo/ingersollrand,,,http://www.ingersollrand.com/,@IngersollRand,ingersollrand irish holding operates subsidiary ingersollrand plc industrial techology firm make climate control system,3
Intel Ireland,,No,Intel,Technology,"Intel Ireland's Leixlip campus began operations in 1989. Since then, the multinational microchip manufacturer has invested over €6 billion in developing this base. It employs over 4,000 people at its Irish subsidary, making it the Republic's biggest private sector employer.","€2,200,000,000",,"4,700",Intel  Collinstown Industrial Park  Leixlip  Co Kildare ,http://www.top1000.ie/intel-ireland,"53.366871,-6.489339",http://www.top1000.ie/images/logo/intel-ireland,Citizen For Tax Justice 2013,http://ctj.org/pdf/applenotalone.pdf,http://www.intel.com/,@intel,intel ireland leixlip campus began operation since multinational microchip manufacturer invested billion developing base employ people irish subsidary making republic biggest private sector employer,1
Interlink,,,,Transport,"DPD Ireland, formerly Interlink Ireland, provides an overnight service for the collection and delivery of parcels through a network of franchises and network members in Ireland. It was founded in 1986 with 10 depots. The company now has 38 depots handling in excess of over 7 million parcels per year.In 2000, it became part of GeoPost S.A., the parcels and express division of La Poste, the French Post Office. In June 2006, it invested €18 million in a new hub and headquarters in Athlone.In February 2008, Interlink Ireland changed its name to DPD. Its parent company, La Poste, united its express parcel companies under one single brand, DPD.","€39,800,000","€3,300,000",187,DPD Ireland  Athlone Business Park  Dublin Road  Athlone  Co Westmeath  Ireland,http://www.top1000.ie/interlink,"53.411524,-7.898256",http://www.top1000.ie/images/logo/interlink,,,http://www.dpd.ie/,@dpdireland,dpd ireland formerly interlink ireland provides overnight service collection delivery parcel network franchise network member ireland founded depot company depot handling excess million parcel per yearin became part geopost parcel express division poste french post office june invested million new hub headquarters athlonein february interlink ireland changed name dpd parent company poste united express parcel company one single brand dpd,3
Intuition Publishing,,,,Financial Services Banking,"Intuition was established in 1985, supplying computer-based training to the financial markets. Since then the company has grown to become a leading provider of technology-enabled learning to a broad range of markets including financial markets, life science & pharma and public sector & health.","€27,000,000","€5,200,000",147,IFSC House  Custom House Quay  Dublin 1,http://www.top1000.ie/intuition-publishing,"53.348626,-6.250494",http://www.top1000.ie/images/logo/intuition-publishing,,,http://www.intuition.com/,@intuition_com,intuition established supplying computerbased training financial market since company grown become leading provider technologyenabled learning broad range market including financial market life science pharma public sector health,2
Inver Energy,,,,Energy,"Inver Energy is an oil importer and distributor with operations in Ireland and the UK.Inver sells fuel to Distributors on an ex-rack basis in Foynes and also delivers product to Distributor depots throughout Ireland.It started as a supplier of industrial fuel oil and steam coal in Ireland in 1983, in 2004 it entered the marine fuel market and in 2006 it expanded into the UK. It opened a major oil terminal at Foynes County Limerick in 2010.","€449,500,000","-€1,400,000",22,River House  Blackpool Park  Blackpool  Cork,http://www.top1000.ie/inver-energy,"51.916122,-8.47187",,,,http://www.inverenergy.ie/,,inver energy oil importer distributor operation ireland ukinver sell fuel distributor exrack basis foynes also delivers product distributor depot throughout irelandit started supplier industrial fuel oil steam coal ireland entered marine fuel market expanded opened major oil terminal foynes county limerick,1
Invesco,,,,Financial Services,,"€12,800,000","€900,000",106,2 Sandyford Business Centre  Burtonhall Road  Sandyford  Dublin 18,http://www.top1000.ie/invesco,"53.275655,-6.20791",,,,http://www.invesco.ie/,,,3
Ion Trading,,,,Business Technology,"Ion Trading provides software solutions which allows its customers to automate trading activity in financial markets. The Dublin-based company operates offices around the world. in 2011 it acquired WallStreet Systems (WSS), a major technology vendor in the foreign exchange market. It also made an approach late last year for UK company Patsystems.","€100,000","€1,200,000,000",0,Minerva House  Simmonscourt Road  Dublin 4,http://www.top1000.ie/ion-trading,"53.317099,-6.205847",http://www.top1000.ie/images/logo/ion-trading,,,http://www.iontrading.com/,@IonTrading,ion trading provides software solution allows customer automate trading activity financial market dublinbased company operates office around world acquired wallstreet system wss major technology vendor foreign exchange market also made approach late last year company patsystems,2
Ipsen Manufacturing,,,,Manufacturing,,"€28,100,000","€15,500,000",105,"Blanchardstown Industrial Park  Blanchardstown, Dublin 15",http://www.top1000.ie/ipsen-manufacturing,"53.403915,53.403915",http://www.top1000.ie/images/logo/ipsen-manufacturing,,,http://www.ipsen.com/en/ipsen-worldwide,@IpsenGroup,,3
Ireland Roc,,,,Energy,Ireland Roc operates service stations and is a subsidiary of Esso Ireland Ltd. It employs almost 400 people in Ireland. It is ultimately owned by Exxon Mobil Corporation.,"€43,600,000","-€1,200,000",367,Esso Ireland  Dublin Joint Fuels Terminal  Alexandra Road  Dublin 1,http://www.top1000.ie/ireland-roc,"53.350842,-6.218501",,,,http://www.esso.ie/,,ireland roc operates service station subsidiary esso ireland ltd employ almost people ireland ultimately owned exxon mobil corporation,1
Irish Car Rentals,,,,Transport,,"€22,300,000","€2,000,000",108,35 Northwood Court  Northwood Business Park  Santry  Dublin 9,http://www.top1000.ie/irish-car-rentals,"53.404007,-6.244104",http://www.top1000.ie/images/logo/irish-car-rentals,,,http://www.irishcarrentals.com/contact.php,@irishcarhire,,3
Irish Continental,,,,Transport,"ICG is a shipping and transport group principally engaged in the transport of passengers and cars, freight and container freight on routes between Ireland, the United Kingdom and Continental Europe. The company also offers ferry travel and holiday packages primarily in France, Britain and Ireland.","€264,700,000","€23,700,000",318,Irish Continental Group plc  Ferryport  Alexandra Road  Dublin 1  Ireland.,http://www.top1000.ie/irish-continental,"53.350842,-6.218501",,,,http://www.icg.ie/,,icg shipping transport group principally engaged transport passenger car freight container freight route ireland united kingdom continental europe company also offer ferry travel holiday package primarily france britain ireland,3
Irish Country Meats,,,,Agribusiness,"Irish Country Meats is Ireland's largest sheep meat processor. The company is the specialist sheep meat processing division of Slaney Foods, a subsidiary of the Linden Food Group - a combined business which represents significant scale in beef and lamb processing on the island of Ireland.","€150,000,000",,375,Bayland  Camolin  Co.Wexford.,http://www.top1000.ie/irish-country-meats,"52.594446,-6.477191",,,,http://www.irishcountrymeats.com/,,irish country meat ireland largest sheep meat processor company specialist sheep meat processing division slaney food subsidiary linden food group combined business represents significant scale beef lamb processing island ireland,1
Irish Daily Star,,,,Communications,"Independent Star Limited is the newspaper publishing company of the Irish Daily Star. It is a 50/50 joint venture between Independent News & Media and Express Newspapers, and employs over 100 people in its Dublin office and around Ireland.","€23,900,000","€2,100,000",68,Independent House  27-32 Talbot Street  Dublin 1,http://www.top1000.ie/irish-daily-star,"53.351143,-6.252831",http://www.top1000.ie/images/logo/irish-daily-star,,,http://www.thestar.ie/,@theirishdaily,independent star limited newspaper publishing company irish daily star joint venture independent news medium express newspaper employ people dublin office around ireland,3
Irish Dairy Board,,,,Agribusiness,"The Irish Dairy Board is a Co-Operative exporting dairy products, such as Kerrygold, Dubliner and Pilgrims Choice. Established in 1961, it currently exports to over 90 countries worldwide and employs 3,100 people.","€2,000,000,000","€12,200,000","3,100",Grattan House  Mount Street  Dublin 2,http://www.top1000.ie/irish-dairy-board,"53.339222,-6.245035",,,,http://www.idb.ie/,,irish dairy board cooperative exporting dairy product kerrygold dubliner pilgrim choice established currently export country worldwide employ people,1
Irish Distillers,,,,Food,"Irish Distillers is part of Groupe Pernod Ricard, the co-leader in global wine and spirits. It is Ireland’s largest wine and spirits company, with over 500 employees in four locations. The success of the company is lead by Jameson, which is experiencing phenomenal international growth and considered one of the world’s most dynamic spirit brands. Irish Distillers produce, distribute and market Jameson globally, through Pernod Ricard companies","€450,000,000",,500,Old Jameson Distillery  Bow Street  Dublin 7,http://www.top1000.ie/irish-distillers,"53.348079,-6.27698",http://www.top1000.ie/images/logo/irish-distillers,,,http://www.irishdistillers.ie/,@Pernod_Ricard,irish distiller part groupe pernod ricard coleader global wine spirit ireland largest wine spirit company employee four location success company lead jameson experiencing phenomenal international growth considered one world dynamic spirit brand irish distiller produce distribute market jameson globally pernod ricard company,1
Irish International,,,,Media And Marketing,"Irish International is a brand marketing and communications company and a member of BBDO Worldwide, with a presence in over 80 countries.Irish International's clients include Diageo, Bank of Ireland, UPC, Mars, Electric Ireland, Aer Lingus, Centra, Avonmore, Independent Newspapers and Road Safety Authority.","€63,100,000","€2,300,000",83,17 Gilford Road  Sandymount  Dublin 4,http://www.top1000.ie/irish-international,"53.32813,-6.210565",http://www.top1000.ie/images/logo/irish-international,,,http://www.irishinternational.com/,@irishintl,irish international brand marketing communication company member bbdo worldwide presence countriesirish international client include diageo bank ireland upc mar electric ireland aer lingus centrum avonmore independent newspaper road safety authority,1
Irish Rail,,,,Transport,"A subsidiary of Córas Iompair Éireann, Iarnród Éireann provides passenger and freight rail services in Ireland as well as operating Rosslare Europort. Intercity rail passenger services operate between Dublin and Belfast, Sligo, Ballina, Westport, Galway, Limerick, Ennis, Tralee, Cork, Waterford and Rosslare Europort and Iarnród Éireann jointly operates the Dublin to Belfast Enterprise service with Northern Ireland Railways.Regional services include the new Limerick to Galway line, Cork commuter network including the new Cork-Midleton line, Limerick Junction to Waterford, and Limerick to Ballybrophy (via Nenagh) services.In addition to the DART service, which operates between Greystones and Howth/Malahide, we also run the commuter service in the Dublin area between Gorey, Drogheda, the new M3 Parkway line and Maynooth, as well as the commuter service to Kildare.","€186,800,000","-€22,500,000","4,053","Connolly Station  Amiens Street, Dublin 1",http://www.top1000.ie/irish-rail,"53.352996,-6.24637",http://www.top1000.ie/images/logo/irish-rail,,,http://www.irishrail.ie/,@irishrail,subsidiary cras iompair ireann iarnrd ireann provides passenger freight rail service ireland well operating rosslare europort intercity rail passenger service operate dublin belfast sligo ballina westport galway limerick ennis tralee cork waterford rosslare europort iarnrd ireann jointly operates dublin belfast enterprise service northern ireland railwaysregional service include new limerick galway line cork commuter network including new corkmidleton line limerick junction waterford limerick ballybrophy via nenagh servicesin addition dart service operates greystones howthmalahide also run commuter service dublin area gorey drogheda new parkway line maynooth well commuter service kildare,2
