player,tournament id,Player_initial_last,player id,DK_Hole_FP,DK_Streak_Bonus_FP,FD_Hole_FP,FD_Streak_Bonus_FP,tournament name,season,final position,DK_Finish_FP,FD_Finish_FP,DK_Total_FP,FD_Total_FP,major,made_cut,course,date,Finish,Score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,place,Cluster
Aaron Wise,401056554,A. Wise,10577,29.0,0,22.8,14.6,The Memorial Tournament pres. by Nationwide,2019,,0,0,29.0,37.4,0,0,"Muirfield Village - Dublin, OH",2019-06-02,CUT,2,-1.01,0.73,-0.39,-0.18,0.16,-0.85,-,0
Aaron Wise,401056555,A. Wise,10577,25.0,0,21.6,15.6,RBC Canadian Open,2019,,0,0,25.0,37.2,0,0,"Hamilton - Hamilton, Ontario, Canada",2019-06-09,CUT,2,-0.72,-0.17,-1.28,0.66,-0.8,-1.52,-,0
Aaron Wise,401056556,A. Wise,10577,75.0,3,65.3,35.6,U.S. Open,2019,35.0,2,1,80.0,101.9,1,1,"Pebble Beach - Pebble Beach, CA",2019-06-16,T35,1,0.27,-0.26,1.01,-0.04,0.7,0.97,35,0
Aaron Wise,401056557,A. Wise,10577,80.0,6,76.7,29.7,Rocket Mortgage Classic,2019,35.0,2,1,88.0,107.4,0,1,"Detroit Golf Club - Detroit, MI",2019-06-30,T35,-11,0.89,-0.35,-0.16,0.45,-0.05,0.84,35,0
Aaron Wise,401148234,A. Wise,10577,70.5,6,65.8,35.0,Sanderson Farms Championship,2020,39.0,2,1,78.5,101.8,0,1,"Country Club of Jackson - Jackson, MS",2019-09-22,T39,-7,-0.56,0.38,0.44,0.27,1.09,0.54,39,0
Aaron Wise,401148236,A. Wise,10577,35.0,0,31.9,9.0,Shriners Hospital for Children Open,2020,,0,0,35.0,40.9,0,0,"TPC Summerlin - Las Vegas, NV",2019-10-06,CUT,-3,0.85,0.32,-1.45,-0.17,-1.3,-0.45,-,0
Aaron Wise,401148240,A. Wise,10577,95.0,8,92.0,30.6,Bermuda Championship,2020,3.0,18,18,121.0,140.6,0,1,"Port Royal GC - Southampton Parish, Bermuda",2019-11-03,,,,,,,,,3,0
Aaron Wise,401148242,A. Wise,10577,28.5,0,25.7,6.2,Mayakoba Golf Classic,2020,,0,0,28.5,31.9,0,0,"El Camaleon - Playa del Carmen, Mexico",2019-11-18,,,,,,,,,-,0
Aaron Wise,401148243,A. Wise,10577,36.5,0,31.7,20.2,The RSM Classic,2020,,0,0,36.5,51.9,0,0,"Sea Island - Sea Island, GA",2019-11-24,CUT,-2,-0.11,0.29,-0.65,-0.12,-0.48,-0.59,-,0
Aaron Wise,401155419,A. Wise,10577,57.5,0,53.1,25.4,The American Express,2020,,0,0,57.5,78.5,0,0,"La Quinta CC - La Quinta, CA",2020-01-18,CUT,-6,-3.33,-0.25,0.03,0.54,0.33,-3.0,-,0
Aaron Wise,401155421,A. Wise,10577,26.0,0,23.1,5.0,Waste Management Phoenix Open,2020,,0,0,26.0,28.1,0,0,"TPC Scottsdale - Scottsdale, AZ",2020-02-01,CUT,1,0.08,-1.88,0.44,0.39,-1.05,-0.97,-,0
Aaron Wise,401155422,A. Wise,10577,60.0,3,49.8,39.2,AT&T Pebble Beach Pro-Am,2020,62.0,0,0,63.0,89.0,0,1,"Spyglass Hill - Pebble Beach, CA",2020-02-08,T62,2,-2.33,-0.23,-0.2,0.04,-0.39,-2.72,62,0
Aaron Wise,401155423,A. Wise,10577,18.0,0,13.4,0.0,The Genesis Invitational,2020,,0,0,18.0,13.4,0,0,"Riviera - Pacific Palisades, CA",2020-02-15,CUT,6,-1.48,-0.11,-0.96,-0.16,-1.23,-2.71,-,0
Aaron Wise,401155426,A. Wise,10577,53.0,3,45.3,12.4,The Honda Classic,2020,35.0,2,1,58.0,58.7,0,1,"PGA National - Palm Beach Gardens, FL",2020-02-29,T35,3,0.26,-0.23,1.13,-0.09,0.81,1.07,35,0
Aaron Wise,401155460,A. Wise,10577,34.0,0,30.3,9.6,Rocket Mortgage Classic,2020,,0,0,34.0,39.9,0,0,"Detroit Golf Club - Detroit, MI",2020-07-05,CUT,-3,0.13,-0.37,-0.14,-0.04,-0.54,-0.41,-,0
Aaron Wise,401155466,A. Wise,10577,69.0,5,64.7,19.2,Travelers Championship,2020,46.0,1,0,75.0,83.9,0,1,"TPC River Highlands - Cromwell, CT",2020-06-28,T46,-7,0.05,0.26,-0.15,0.16,0.27,0.32,46,0
Aaron Wise,401155472,A. Wise,10577,32.5,0,29.4,20.2,3M Open,2020,,0,0,32.5,49.6,0,0,"TPC Twin Cities - Blaine, MN",2020-07-26,CUT,-1,1.29,-0.06,0.32,-1.48,-1.22,0.08,-,0
Aaron Wise,401219498,A. Wise,10577,32.5,0,28.1,5.0,RBC Heritage,2020,,0,0,32.5,33.1,0,0,"Harbour Town - Hilton Head, SC",2020-06-21,CUT,E,-1.92,0.44,-0.53,0.52,0.43,-1.48,-,0
Aaron Wise,401223849,A. Wise,10577,32.0,3,27.3,10.2,Workday Charity Open,2020,,0,0,35.0,37.5,0,0,"Muirfield Village - Dublin, OH",2020-07-12,CUT,-1,-0.94,0.33,0.83,0.47,1.63,0.69,-,0
Abraham Ancer,2483,A. Ancer,9261,39.5,3,37.6,15.8,CareerBuilder Challenge,2016,,0,0,42.5,53.4,0,0,"PGA West - La Quinta, CA",2016-01-24,,,,,,,,,-,0
Abraham Ancer,2485,A. Ancer,9261,28.0,3,16.8,20.2,AT&T Pebble Beach Pro-Am,2016,,0,0,31.0,37.0,0,0,"Pebble Beach - Pebble Beach, CA",2016-02-14,CUT,12,-2.86,1.79,-2.99,1.06,-0.14,-3.0,-,0
Abraham Ancer,2486,A. Ancer,9261,25.5,0,17.5,14.6,Farmers Insurance Open,2016,,0,0,25.5,32.1,0,0,"Torrey Pines - La Jolla, CA",2016-02-01,CUT,6,-0.77,-0.9,-1.84,0.2,-2.55,-3.32,-,0
Abraham Ancer,2495,A. Ancer,9261,17.0,0,9.4,5.6,Wyndham Championship,2016,,0,0,17.0,15.0,0,0,"Sedgefield - Greensboro, NC",2016-08-21,CUT,8,-1.01,0.43,-3.16,-0.91,-3.64,-4.65,-,0
Abraham Ancer,2497,A. Ancer,9261,73.5,3,66.8,34.8,AT&T Byron Nelson,2016,49.0,1,0,77.5,101.6,0,1,"TPC Four Seasons Resort Las Colinas, Irving, TX",2016-05-22,T49,-5,-0.41,0.46,0.63,-0.29,0.8,0.38,49,0
Abraham Ancer,2502,A. Ancer,9261,58.5,0,54.8,21.2,FedEx St. Jude Classic,2016,18.0,5,4,63.5,80.0,0,1,"TPC Southwind, Memphis, TN",2016-06-12,T18,-3,0.37,-0.43,0.97,0.67,1.22,1.59,18,0
Abraham Ancer,2503,A. Ancer,9261,55.5,3,52.6,6.5,Travelers Championship,2016,56.0,0,0,58.5,59.1,0,1,"TPC River Highlands - Cromwell, CT",2016-08-07,T56,-3,-0.62,0.68,-0.11,0.19,0.76,0.15,56,0
Abraham Ancer,2509,A. Ancer,9261,14.5,0,6.9,0.0,RBC Canadian Open,2016,,0,0,14.5,6.9,0,0,"Glen Abbey - Oakville, Ontario, Canada",2016-07-24,CUT,10,-2.51,-0.42,-1.12,0.39,-1.15,-3.66,-,0
Abraham Ancer,2510,A. Ancer,9261,75.0,5,71.4,20.0,John Deere Classic,2016,27.0,3,2,83.0,93.4,0,1,"TPC Deere Run - Silvis, IL",2016-08-14,T27,-10,0.01,0.83,0.03,0.37,1.23,1.24,27,0
Abraham Ancer,2511,A. Ancer,9261,31.5,0,27.8,5.2,Shriners Hospital for Children Open,2016,,0,0,31.5,33.0,0,0,"TPC Summerlin - Las Vegas, NV",2015-10-25,CUT,-1,0.31,0.82,-1.29,-0.31,-0.78,-0.47,-,0
Abraham Ancer,2512,A. Ancer,9261,63.0,0,55.6,34.0,Valero Texas Open,2016,42.0,1,0,64.0,89.6,0,1,"TPC San Antonio - San Antonio, TX",2016-04-24,T42,-2,1.17,-0.41,-0.35,0.17,-0.58,0.58,42,0
Abraham Ancer,2522,A. Ancer,9261,29.0,0,25.2,0.6,OHL Classic at Mayakoba,2016,,0,0,29.0,25.8,0,0,"El Camaleon - Playa del Carmen, Mexico",2015-11-16,,,,,,,,,-,0
Abraham Ancer,2525,A. Ancer,9261,22.5,0,16.5,5.0,Puerto Rico Open,2016,,0,0,22.5,21.5,0,0,"Coco Beach - Rio Grande, Puero Rico",2016-03-27,,,,,,,,,-,0
Abraham Ancer,2528,A. Ancer,9261,24.5,0,22.0,5.6,The RSM Classic,2016,,0,0,24.5,27.6,0,0,"Sea Island - Sea Island, GA",2015-11-22,CUT,1,-2.19,-0.1,0.58,0.35,0.83,-1.36,-,0
Abraham Ancer,2529,A. Ancer,9261,29.5,0,27.2,10.6,Barbasol Championship,2016,,0,0,29.5,37.8,0,0,"Robert Trent Jones - Auburn, AL",2016-07-17,CUT,-1,-0.17,-0.99,0.43,0.11,-0.46,-0.63,-,0
Abraham Ancer,2724,A. Ancer,9261,65.5,3,60.6,21.4,OHL Classic at Mayakoba,2017,55.0,0,0,68.5,82.0,0,1,"El Camaleon - Playa del Carmen, Mexico",2016-11-13,,,,,,,,,55,0
Abraham Ancer,3743,A. Ancer,9261,34.5,3,32.3,4.9,CareerBuilder Challenge,2018,76.0,0,0,37.5,37.2,0,0,"PGA West - La Quinta, CA",2018-01-21,,,,,,,,,76,0
Abraham Ancer,3746,A. Ancer,9261,67.0,3,60.4,16.1,Farmers Insurance Open,2018,20.0,5,4,75.0,80.5,0,1,"Torrey Pines - La Jolla, CA",2018-01-30,T20,-4,0.4,0.79,0.37,-0.36,0.8,1.2,20,0
Abraham Ancer,3748,A. Ancer,9261,48.0,0,37.7,24.0,Genesis Open,2018,68.0,0,0,48.0,61.7,0,1,"Riviera - Pacific Palisades, CA",2018-02-18,T68,7,-0.05,-0.82,-0.19,-0.11,-1.11,-1.17,68,0
Abraham Ancer,3749,A. Ancer,9261,21.0,0,13.0,5.0,The Honda Classic,2018,,0,0,21.0,18.0,0,0,"PGA National - Palm Beach Gardens, FL",2018-02-25,CUT,6,-0.14,0.2,0.48,-0.65,0.03,-0.1,-,0
Abraham Ancer,3756,A. Ancer,9261,76.0,6,75.3,6.7,Houston Open,2018,8.0,9,8,91.0,90.0,0,1,"Redstone Golf Club, Houston, TX",2018-04-01,T8,-13,0.02,0.53,0.77,0.57,1.87,1.9,8,0
Abraham Ancer,3763,A. Ancer,9261,52.0,0,43.7,15.6,Sanderson Farms Championship,2018,68.0,0,0,52.0,59.3,0,1,"Country Club of Jackson - Jackson, MS",2017-10-29,T68,3,-0.01,-0.56,0.32,-0.59,-0.83,-0.84,68,0
Abraham Ancer,3768,A. Ancer,9261,21.0,0,17.9,5.0,Shriners Hospital for Children Open,2018,,0,0,21.0,22.9,0,0,"TPC Summerlin - Las Vegas, NV",2017-11-05,CUT,3,-1.21,-0.42,0.24,0.62,0.43,-0.77,-,0
Abraham Ancer,3771,A. Ancer,9261,61.5,3,57.0,11.4,Valspar Championship,2018,16.0,5,4,69.5,72.4,0,1,"Innisbrook - Palm Harbor, FL",2018-03-11,T16,-3,-0.61,0.85,1.17,0.05,2.07,1.46,16,0
Abraham Ancer,3776,A. Ancer,9261,74.0,3,72.3,21.6,OHL Classic at Mayakoba,2018,9.0,8,7,85.0,100.9,0,1,"El Camaleon - Playa del Carmen, Mexico",2017-11-12,,,,,,,,,9,0
Abraham Ancer,3777,A. Ancer,9261,59.5,0,56.3,11.2,Safeway Open,2018,37.0,2,1,61.5,68.5,0,1,"Silverado - Napa, CA",2017-10-08,T37,-4,0.18,-0.5,1.42,-0.22,0.69,0.87,37,0
Abraham Ancer,3789,A. Ancer,9261,52.0,3,43.7,15.8,World Golf Championships-Mexico Championship,2018,52.0,0,0,55.0,59.5,0,1,"Chapultepec - Mexico City, Mexico",2018-03-04,T52,3,-0.26,-0.26,-0.63,-0.25,-1.14,-1.4,52,0
Abraham Ancer,401025247,A. Ancer,9261,58.5,0,50.0,24.8,Valero Texas Open,2018,58.0,0,0,58.5,74.8,0,1,"TPC San Antonio - San Antonio, TX",2018-04-22,T58,1,0.32,-0.25,-1.15,0.99,-0.41,-0.09,58,0
Abraham Ancer,401025249,A. Ancer,9261,19.0,0,10.0,0.0,Wells Fargo Championship,2018,,0,0,19.0,10.0,0,0,"Quail Hollow - Charlotte, NC",2018-05-06,CUT,8,-1.71,-0.31,-0.78,0.47,-0.62,-2.33,-,0
Abraham Ancer,401025251,A. Ancer,9261,71.0,6,67.8,16.7,AT&T Byron Nelson,2018,42.0,1,0,78.0,84.5,0,1,"Trinity Forest - Dallas, TX",2018-05-20,T42,-8,0.33,-0.1,-0.23,0.43,0.1,0.43,42,0
Abraham Ancer,401025252,A. Ancer,9261,57.0,3,53.7,5.8,Fort Worth Invitational,2018,52.0,0,0,60.0,59.5,0,1,"Colonial Country Club, Ft. Worth, TX",2018-05-27,,,,,,,,,52,0
Abraham Ancer,401025253,A. Ancer,9261,68.0,0,60.9,31.4,The Memorial Tournament pres. by Nationwide,2018,57.0,0,0,68.0,92.3,0,1,"Muirfield Village - Dublin, OH",2018-06-03,T57,-2,-0.17,-0.5,0.43,0.1,0.04,-0.13,57,0
Abraham Ancer,401025254,A. Ancer,9261,31.5,0,25.4,19.6,FedEx St. Jude Classic,2018,,0,0,31.5,45.0,0,0,"TPC Southwind, Memphis, TN",2018-06-10,CUT,1,0.15,0.35,-0.46,0.1,-0.01,0.15,-,0
Abraham Ancer,401025256,A. Ancer,9261,29.5,0,27.2,6.2,Travelers Championship,2018,,0,0,29.5,33.4,0,0,"TPC River Highlands - Cromwell, CT",2018-06-24,CUT,-1,1.21,0.28,-1.6,0.48,-0.83,0.38,-,0
Abraham Ancer,401025259,A. Ancer,9261,17.5,0,13.8,0.0,The Open,2018,,0,0,17.5,13.8,1,0,"Carnoustie Golf Club, Carnoustie, Scotland",2018-07-22,,,,,,,,,-,0
Abraham Ancer,401025260,A. Ancer,9261,92.5,3,89.4,24.7,RBC Canadian Open,2018,5.0,14,14,109.5,128.1,0,1,"Glen Abbey - Oakville, Ontario, Canada",2018-07-29,5,-17,-0.04,0.06,1.64,0.96,2.66,2.61,5,0
Abraham Ancer,401025264,A. Ancer,9261,82.5,0,77.9,25.4,Wyndham Championship,2018,24.0,4,3,86.5,106.3,0,1,"Sedgefield - Greensboro, NC",2018-08-29,T24,-12,0.75,-0.09,-0.28,1.02,0.65,1.4,24,0
Abraham Ancer,401025265,A. Ancer,9261,23.0,0,20.9,0.0,The Northern Trust,2018,,0,0,23.0,20.9,0,0,"Ridgewood - Paramus, NJ",2018-08-26,CUT,1,-1.62,-0.13,0.34,0.47,0.68,-0.94,-,0
Abraham Ancer,401025266,A. Ancer,9261,79.0,6,75.1,25.9,Dell Technologies Championship,2018,7.0,10,10,95.0,111.0,0,1,"TPC Boston - Norton, MA",2018-09-03,T7,-11,0.04,0.04,0.8,0.97,1.81,1.85,7,0
Abraham Ancer,401025270,A. Ancer,9261,72.0,3,70.3,8.9,Quicken Loans National,2018,4.0,16,16,91.0,95.2,0,1,"TPC Potomac - Potomac, MD",2018-07-01,T4,-11,0.49,0.53,0.08,1.52,2.14,2.63,4,0
Abraham Ancer,401056500,A. Ancer,9261,103.5,11,98.9,35.8,CIMB Classic,2019,5.0,14,14,128.5,148.7,0,1,"TPC Kuala Lumpur - Kuala Lumpur, Malaysia",2018-10-14,,,,,,,,,5,0
Abraham Ancer,401056501,A. Ancer,9261,54.5,0,41.4,23.6,The CJ Cup @ Nine Bridges,2019,73.0,0,0,54.5,65.0,0,1,"Nine Bridges - Seoul, South Korea",2018-10-21,,,,,,,,,73,0
Abraham Ancer,401056504,A. Ancer,9261,90.0,8,86.9,20.8,Shriners Hospital for Children Open,2019,4.0,16,16,114.0,123.7,0,1,"TPC Summerlin - Las Vegas, NV",2018-11-04,T4,-17,1.69,0.23,-0.1,0.66,0.78,2.47,4,0
Abraham Ancer,401056505,A. Ancer,9261,77.0,0,75.5,15.8,Mayakoba Golf Classic,2019,21.0,4,3,81.0,94.3,0,1,"El Camaleon - Playa del Carmen, Mexico",2018-11-11,,,,,,,,,21,0
Abraham Ancer,401056511,A. Ancer,9261,86.0,9,84.4,32.1,Desert Classic,2019,18.0,5,4,100.0,120.5,0,1,"La Quinta CC - La Quinta, CA",2019-01-20,T18,-16,-0.4,-0.03,0.81,0.09,0.87,0.47,18,0
Abraham Ancer,401056512,A. Ancer,9261,26.0,0,25.4,0.0,Farmers Insurance Open,2019,,0,0,26.0,25.4,0,0,"Torrey Pines - La Jolla, CA",2019-02-27,CUT,-2,-1.18,0.62,0.85,0.03,1.5,0.32,-,0
Abraham Ancer,401056513,A. Ancer,9261,27.5,0,24.2,10.6,Waste Management Phoenix Open,2019,,0,0,27.5,34.8,0,0,"TPC Scottsdale - Scottsdale, AZ",2019-02-03,CUT,1,-0.43,-0.97,-0.74,1.14,-0.57,-1.0,-,0
Abraham Ancer,401056515,A. Ancer,9261,59.0,0,53.1,1.2,Genesis Open,2019,44.0,1,0,60.0,54.3,0,1,"Riviera - Pacific Palisades, CA",2019-02-14,T44,-1,0.36,-0.68,0.4,0.45,0.16,0.53,44,0
Abraham Ancer,401056516,A. Ancer,9261,60.5,0,53.0,15.2,WGC-Mexico Championship,2019,39.0,2,1,62.5,69.2,0,1,"Chapultepec - Mexico City, Mexico",2019-02-24,T39,E,-0.67,0.61,0.76,-0.84,0.53,-0.14,39,0
Abraham Ancer,401056521,A. Ancer,9261,20.5,0,13.6,10.0,Arnold Palmer Invitational Pres. by Mastercard,2019,,0,0,20.5,23.6,0,0,"Bay Hill - Orlando, FL",2019-03-10,CUT,7,-2.52,-1.3,0.37,0.47,-0.46,-2.98,-,0
Abraham Ancer,401056522,A. Ancer,9261,81.5,9,77.8,46.8,The Players Championship,2019,12.0,6,5,96.5,129.6,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",2019-03-17,T12,-11,0.21,0.16,0.93,0.93,2.02,2.23,12,0
Abraham Ancer,401056526,A. Ancer,9261,65.0,0,61.1,15.2,Valero Texas Open,2019,42.0,1,0,66.0,76.3,0,1,"TPC San Antonio - San Antonio, TX",2019-04-07,T42,-5,0.6,-0.14,-1.23,1.15,-0.22,0.38,42,0
Abraham Ancer,401056528,A. Ancer,9261,18.5,0,15.3,5.0,RBC Heritage,2019,,0,0,18.5,20.3,0,0,"Harbour Town - Hilton Head, SC",2019-04-21,CUT,4,-1.15,0.25,-2.17,1.13,-0.78,-1.93,-,0
Abraham Ancer,401056542,A. Ancer,9261,47.5,0,40.6,10.6,Tour Championship,2019,21.0,4,3,51.5,54.2,0,1,"East Lake - Atlanta, GA",2019-08-25,T21,5,-0.67,-0.42,-0.49,0.37,-0.54,-1.22,21,0
Abraham Ancer,401056543,A. Ancer,9261,67.5,3,66.0,12.1,BMW Championship,2019,28.0,3,2,73.5,80.1,0,1,"Medinah - Medinah, IL",2019-08-18,T28,-9,0.27,0.09,-0.36,0.18,-0.09,0.18,28,0
