player,tournament id,Player_initial_last,player id,DK_Hole_FP,DK_Streak_Bonus_FP,FD_Hole_FP,FD_Streak_Bonus_FP,tournament name,season,final position,DK_Finish_FP,FD_Finish_FP,DK_Total_FP,FD_Total_FP,major,made_cut,course,date,Finish,Score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,place,Cluster
John Merrick,2729,J. Merrick,1422,33.0,3,28.9,10.8,The RSM Classic,2017,,0,0,36.0,39.7,0,0,"Sea Island - Sea Island, GA",2016-11-20,CUT,-1,-2.29,-1.01,-0.72,0.08,-1.65,-3.93,-,0
John Merrick,2730,J. Merrick,1422,88.5,8,83.4,31.6,Barbasol Championship,2017,18.0,5,4,101.5,119.0,0,1,"Robert Trent Jones - Auburn, AL",2017-07-23,T18,-13,-0.53,0.19,1.27,0.47,1.92,1.39,18,0
John Merrick,3748,J. Merrick,1422,25.5,0,19.9,10.0,Genesis Open,2018,,0,0,25.5,29.9,0,0,"Riviera - Pacific Palisades, CA",2018-02-18,CUT,4,-0.4,-0.23,0.46,-0.65,-0.43,-0.83,-,0
John Merrick,3763,J. Merrick,1422,20.5,0,15.9,5.6,Sanderson Farms Championship,2018,,0,0,20.5,21.5,0,0,"Country Club of Jackson - Jackson, MS",2017-10-29,CUT,4,-2.88,0.42,0.57,-0.51,0.48,-2.4,-,0
John Merrick,401025251,J. Merrick,1422,26.5,0,25.0,5.0,AT&T Byron Nelson,2018,,0,0,26.5,30.0,0,0,"Trinity Forest - Dallas, TX",2018-05-20,CUT,-1,-1.49,0.29,0.31,-0.24,0.36,-1.12,-,0
John Merrick,401025254,J. Merrick,1422,21.5,0,17.4,10.0,FedEx St. Jude Classic,2018,,0,0,21.5,27.4,0,0,"TPC Southwind, Memphis, TN",2018-06-10,CUT,3,-1.5,0.66,-0.11,0.1,0.65,-0.85,-,0
John Merrick,401025258,J. Merrick,1422,79.0,9,77.4,20.0,John Deere Classic,2018,23.0,4,3,92.0,100.4,0,1,"TPC Deere Run - Silvis, IL",2018-07-15,T23,-13,1.24,0.09,0.24,-0.13,0.19,1.44,23,0
John Merrick,401025264,J. Merrick,1422,19.5,3,12.0,10.2,Wyndham Championship,2018,,0,0,22.5,22.2,0,0,"Sedgefield - Greensboro, NC",2018-08-29,CUT,7,-1.88,-1.54,-0.74,-0.14,-2.43,-4.3,-,0
John Merrick,401025271,J. Merrick,1422,52.5,3,41.4,24.8,Barbasol Championship,2018,,0,0,55.5,66.2,0,0,"Keene Trace - Nicholasville, KY",2018-07-23,CUT,-3,2.02,-0.57,-1.96,0.13,-2.4,-0.37,-,0
John Merrick,401056503,J. Merrick,1422,30.0,0,26.8,5.2,Sanderson Farms Championship,2019,,0,0,30.0,32.0,0,0,"Country Club of Jackson - Jackson, MS",2018-10-28,CUT,E,-0.15,0.51,-0.5,-0.15,-0.14,-0.29,-,0
John Merrick,401056517,J. Merrick,1422,20.5,0,15.9,0.0,Puerto Rico Open,2019,,0,0,20.5,15.9,0,0,"Coco Beach - Rio Grande, Puero Rico",2019-02-24,,,,,,,,,-,0
John Merrick,401056525,J. Merrick,1422,63.5,3,60.0,10.8,Corales Puntacana Resort & Club Championship,2019,52.0,0,0,66.5,70.8,0,1,"Corales Puntacana GC - Punta Cana, Dominican Republic",2019-03-31,,,,,,,,,52,0
John Merrick,401056546,J. Merrick,1422,47.0,5,44.0,14.2,Barbasol Championship,2019,,0,0,52.0,58.2,0,0,"Keene Trace - Nicholasville, KY",2019-07-21,MDF,-3,0.67,-1.02,-0.56,-0.47,-2.05,-1.38,-,0
John Merrick,401148234,J. Merrick,1422,24.5,0,22.0,0.0,Sanderson Farms Championship,2020,,0,0,24.5,22.0,0,0,"Country Club of Jackson - Jackson, MS",2019-09-22,CUT,1,-1.48,-0.35,0.8,-0.41,0.05,-1.43,-,0
John Merrick,401148237,J. Merrick,1422,16.5,0,12.3,5.6,Houston Open,2020,,0,0,16.5,17.9,0,0,"Golf Club of Houston - Houston, TX",2019-10-13,CUT,6,-1.66,-0.12,-1.03,0.2,-0.94,-2.6,-,0
John Merrick,401148240,J. Merrick,1422,79.0,0,75.1,25.4,Bermuda Championship,2020,24.0,4,3,83.0,103.5,0,1,"Port Royal GC - Southampton Parish, Bermuda",2019-11-03,,,,,,,,,24,0
John Merrick,401148243,J. Merrick,1422,34.5,0,28.7,11.2,The RSM Classic,2020,,0,0,34.5,39.9,0,0,"Sea Island - Sea Island, GA",2019-11-24,CUT,E,0.65,0.39,-0.67,1.04,0.76,1.41,-,0
John Merrick,401155425,J. Merrick,1422,27.0,0,24.6,0.0,Puerto Rico Open,2020,,0,0,27.0,24.6,0,0,"Grand Reserve Country Club - Rio Grande, Puerto Rico",2020-02-22,,,,,,,,,-,0
John Merrick,401155472,J. Merrick,1422,67.0,3,60.3,9.3,3M Open,2020,58.0,0,0,70.0,69.6,0,1,"TPC Twin Cities - Blaine, MN",2020-07-26,T58,-5,-0.07,0.08,0.19,-0.4,-0.13,-0.2,58,0
John Senden,2230,J. Senden,710,79.0,3,73.8,30.0,Hyundai Tournament of Champions,2015,25.0,4,3,86.0,106.8,0,1,"Plantation - Lahaina, HI",2015-01-12,,,,,,,,,25,0
John Senden,2234,J. Senden,710,64.5,0,50.4,20.2,Farmers Insurance Open,2015,49.0,1,0,65.5,70.6,0,1,"Torrey Pines - La Jolla, CA",2015-02-08,T49,2,-0.72,0.39,0.57,0.61,1.57,0.85,49,0
John Senden,2236,J. Senden,710,21.5,0,17.5,10.0,Northern Trust Open,2015,,0,0,21.5,27.5,0,0,"Riviera - Pacific Palisades, CA",2015-02-22,T45,E,0.15,-1.22,0.78,0.64,0.2,0.35,-,0
John Senden,2238,J. Senden,710,27.5,0,24.1,9.6,Arnold Palmer Invitational Pres. by Mastercard,2015,,0,0,27.5,33.7,0,0,"Bay Hill - Orlando, FL",2015-03-22,CUT,E,0.8,-0.02,-1.29,-0.28,-1.59,-0.8,-,0
John Senden,2240,J. Senden,710,75.0,0,69.0,33.8,The Players Championship,2015,8.0,9,8,84.0,110.8,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",2015-05-10,T8,-8,1.48,0.41,-0.41,0.52,0.52,2.0,8,0
John Senden,2241,J. Senden,710,59.0,0,50.7,30.6,Masters Tournament,2015,38.0,2,1,61.0,82.3,1,1,"Augusta National - Augusta, GA",2015-04-12,,,,,,,,,38,0
John Senden,2245,J. Senden,710,99.5,6,89.2,35.8,AT&T Byron Nelson,2015,46.0,1,0,106.5,125.0,0,1,"TPC Four Seasons Resort Las Colinas, Irving, TX",2015-05-31,T46,-4,-0.81,1.96,1.36,1.0,4.33,3.52,46,0
John Senden,2246,J. Senden,710,23.5,0,18.0,5.0,Crowne Plaza Invitation,2015,,0,0,23.5,23.0,0,0,"Colonial Country Club, Ft. Worth, TX",2015-05-24,,,,,,,,,-,0
John Senden,2247,J. Senden,710,53.5,0,47.2,14.0,The Memorial Tournament pres. by Nationwide,2015,57.0,0,0,53.5,61.2,0,1,"Muirfield Village - Dublin, OH",2015-06-07,T57,1,-0.42,0.27,-0.85,0.65,0.06,-0.36,57,0
John Senden,2248,J. Senden,710,62.0,3,54.1,26.0,The Barclays,2015,45.0,1,0,66.0,80.1,0,1,"Plainfield CC - Edison, NJ",2015-08-30,,,,,,,,,45,0
John Senden,2249,J. Senden,710,55.5,0,47.9,16.2,U.S. Open,2015,14.0,6,5,61.5,69.1,1,1,"Chambers Bay - University Place, WA",2015-06-21,,,,,,,,,14,0
John Senden,2253,J. Senden,710,65.0,3,61.1,26.4,The Open,2015,40.0,2,1,70.0,88.5,1,1,"St. Andrews - St. Andrews, Scotland",2015-07-20,,,,,,,,,40,0
John Senden,2255,J. Senden,710,21.5,0,17.4,5.0,PGA Championship,2015,,0,0,21.5,22.4,1,0,"Whistling Straits - Kohler, WI",2015-08-16,CUT,3,1.0,-0.97,0.37,-0.36,-0.96,0.04,-,0
John Senden,2260,J. Senden,710,78.5,3,75.6,34.4,Shriners Hospital for Children Open,2015,18.0,5,4,86.5,114.0,0,1,"TPC Summerlin - Las Vegas, NV",2014-10-19,T18,-11,-0.63,0.44,0.53,0.91,1.88,1.25,18,0
John Senden,2261,J. Senden,710,16.0,0,10.3,10.0,Valero Texas Open,2015,,0,0,16.0,20.3,0,0,"TPC San Antonio - San Antonio, TX",2015-03-29,CUT,7,-0.07,0.26,-0.88,0.22,-0.4,-0.47,-,0
John Senden,2263,J. Senden,710,23.0,0,18.5,5.6,Valspar Championship,2015,,0,0,23.0,24.1,0,0,"Innisbrook - Palm Harbor, FL",2015-03-15,CUT,3,-0.54,-0.76,0.58,0.32,0.14,-0.4,-,0
John Senden,2266,J. Senden,710,67.0,0,54.3,14.0,World Golf Championships - Cadillac Championship,2015,31.0,2,1,69.0,69.3,0,1,"Doral - Miami, FL",2015-03-08,,,,,,,,,31,0
John Senden,2267,J. Senden,710,52.5,0,45.7,29.0,WGC-HSBC Champions,2015,35.0,2,1,54.5,75.7,0,1,"Sheshan International - Shanghai, China",2014-11-09,,,,,,,,,35,0
John Senden,2269,J. Senden,710,72.0,0,60.8,34.2,Deutsche Bank Championship,2015,33.0,2,1,74.0,96.0,0,1,"TPC Boston - Norton, MA",2015-09-07,,,,,,,,,33,0
John Senden,2272,J. Senden,710,30.0,0,24.3,15.2,Quicken Loans National,2015,,0,0,30.0,39.5,0,0,"Robert Trent Jones - Auburn, AL",2015-08-02,CUT,3,-0.09,0.12,-2.52,-0.19,-2.59,-2.69,-,0
John Senden,2275,J. Senden,710,75.5,6,73.4,30.6,CIMB Classic,2015,7.0,10,10,91.5,114.0,0,1,"TPC Kuala Lumpur - Kuala Lumpur, Malaysia",2014-11-02,,,,,,,,,7,0
John Senden,2483,J. Senden,710,39.5,3,39.9,4.9,CareerBuilder Challenge,2016,,0,0,42.5,44.8,0,0,"PGA West - La Quinta, CA",2016-01-24,,,,,,,,,-,0
John Senden,2484,J. Senden,710,21.5,0,17.5,10.0,Waste Management Phoenix Open,2016,,0,0,21.5,27.5,0,0,"TPC Scottsdale - Scottsdale, AZ",2016-02-07,CUT,4,-1.53,-1.11,1.08,-0.28,-0.31,-1.84,-,0
John Senden,2486,J. Senden,710,48.5,0,33.5,15.6,Farmers Insurance Open,2016,69.0,0,0,48.5,49.1,0,1,"Torrey Pines - La Jolla, CA",2016-02-01,T69,12,0.2,0.32,-0.68,-0.3,-0.66,-0.46,69,0
John Senden,2488,J. Senden,710,21.5,0,17.4,5.0,Northern Trust Open,2016,,0,0,21.5,22.4,0,0,"Riviera - Pacific Palisades, CA",2016-02-21,T31,E,1.13,-0.12,0.33,-0.6,-0.4,0.72,-,0
John Senden,2489,J. Senden,710,53.5,0,49.6,9.6,The Honda Classic,2016,10.0,7,6,60.5,65.2,0,1,"PGA National - Palm Beach Gardens, FL",2016-02-28,T10,-1,0.62,0.54,0.64,0.12,1.3,1.92,10,0
John Senden,2492,J. Senden,710,33.5,3,28.4,10.8,The Players Championship,2016,,0,0,36.5,39.2,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",2016-05-15,CUT,E,-1.58,-0.16,1.25,-0.45,0.65,-0.94,-,0
John Senden,2494,J. Senden,710,60.0,3,53.5,25.5,RBC Heritage,2016,23.0,4,3,67.0,82.0,0,1,"Harbour Town - Hilton Head, SC",2016-04-17,T23,-1,0.29,-0.25,1.31,0.3,1.35,1.65,23,0
John Senden,2496,J. Senden,710,65.0,0,57.3,15.2,Shell Houston Open,2016,46.0,1,0,66.0,72.5,0,1,"Redstone Golf Club, Houston, TX",2016-04-03,T46,-2,0.14,-0.49,0.67,0.12,0.3,0.44,46,0
John Senden,2497,J. Senden,710,67.5,0,63.6,20.2,AT&T Byron Nelson,2016,41.0,1,0,68.5,83.8,0,1,"TPC Four Seasons Resort Las Colinas, Irving, TX",2016-05-22,T41,-7,0.37,0.73,-0.55,0.33,0.51,0.88,41,0
John Senden,2498,J. Senden,710,21.5,0,15.0,0.6,Dean & Deluca Invitational,2016,,0,0,21.5,15.6,0,0,"Colonial Country Club, Ft. Worth, TX",2016-05-29,,,,,,,,,-,0
John Senden,2499,J. Senden,710,82.0,6,77.3,27.4,The Memorial Tournament pres. by Nationwide,2016,11.0,6,5,94.0,109.7,0,1,"Muirfield Village - Dublin, OH",2016-06-05,T11,-11,1.22,-0.13,0.16,0.55,0.57,1.79,11,0
John Senden,2500,J. Senden,710,41.0,0,36.6,5.0,The Barclays,2016,31.0,2,1,43.0,42.6,0,1,"Bethpage - Farmingdale, NY",2016-08-28,,,,,,,,,31,0
John Senden,2503,J. Senden,710,57.0,3,53.7,24.3,Travelers Championship,2016,56.0,0,0,60.0,78.0,0,1,"TPC River Highlands - Cromwell, CT",2016-08-07,T56,-3,-0.17,-0.01,-0.26,0.59,0.32,0.15,56,0
John Senden,2507,J. Senden,710,60.5,0,57.8,10.0,PGA Championship,2016,18.0,5,4,65.5,71.8,1,1,"Baltusrol - Springfield, NJ",2016-07-31,T18,-5,1.38,-0.05,0.14,0.19,0.28,1.66,18,0
John Senden,2509,J. Senden,710,74.0,3,66.2,31.0,RBC Canadian Open,2016,23.0,4,3,81.0,100.2,0,1,"Glen Abbey - Oakville, Ontario, Canada",2016-07-24,T23,-6,0.29,0.1,0.98,0.3,1.38,1.67,23,0
John Senden,2510,J. Senden,710,27.0,0,24.6,5.0,John Deere Classic,2016,,0,0,27.0,29.6,0,0,"TPC Deere Run - Silvis, IL",2016-08-14,CUT,E,-1.71,0.14,-0.32,1.06,0.88,-0.83,-,0
John Senden,2511,J. Senden,710,87.5,3,79.5,28.8,Shriners Hospital for Children Open,2016,16.0,5,4,95.5,112.3,0,1,"TPC Summerlin - Las Vegas, NV",2015-10-25,T16,-10,-0.13,0.12,1.17,0.41,1.71,1.58,16,0
John Senden,2512,J. Senden,710,24.0,0,20.0,0.6,Valero Texas Open,2016,,0,0,24.0,20.6,0,0,"TPC San Antonio - San Antonio, TX",2016-04-24,CUT,2,1.62,-1.47,-0.36,-0.34,-2.16,-0.55,-,0
John Senden,2514,J. Senden,710,25.0,0,17.8,5.6,Valspar Championship,2016,,0,0,25.0,23.4,0,0,"Innisbrook - Palm Harbor, FL",2016-03-13,CUT,4,-0.55,-0.69,0.68,0.5,0.49,-0.06,-,0
John Senden,2520,J. Senden,710,57.5,0,48.5,24.2,Wells Fargo Championship,2016,17.0,5,4,62.5,76.7,0,1,"Quail Hollow - Charlotte, NC",2016-05-08,T17,-2,2.11,-0.96,-0.16,0.49,-0.63,1.48,17,0
John Senden,2521,J. Senden,710,23.5,0,20.4,0.6,Deutsche Bank Championship,2016,,0,0,23.5,21.0,0,0,"TPC Boston - Norton, MA",2016-09-05,,,,,,,,,-,0
John Senden,2524,J. Senden,710,57.5,3,53.2,0.3,Quicken Loans National,2016,29.0,3,2,63.5,55.5,0,1,"Congressional - Bethesda, MD",2016-06-26,T29,-3,0.87,-0.11,-0.35,0.27,-0.19,0.68,29,0
John Senden,2527,J. Senden,710,73.5,3,70.4,20.4,CIMB Classic,2016,37.0,2,1,78.5,91.8,0,1,"Kuala Lumpur - Kuala Lumpur, Malaysia",2015-11-01,,,,,,,,,37,0
John Senden,2529,J. Senden,710,28.0,0,23.7,10.6,Barbasol Championship,2016,,0,0,28.0,34.3,0,0,"Robert Trent Jones - Auburn, AL",2016-07-17,CUT,1,0.5,-0.59,-1.62,0.08,-2.13,-1.63,-,0
John Senden,2690,J. Senden,710,25.0,0,21.5,1.2,CareerBuilder Challenge,2017,,0,0,25.0,22.7,0,0,"PGA West - La Quinta, CA",2017-01-22,,,,,,,,,-,0
John Senden,2692,J. Senden,710,41.0,0,36.5,24.0,AT&T Pebble Beach Pro-Am,2017,,0,0,41.0,60.5,0,0,"Pebble Beach - Pebble Beach, CA",2017-02-12,CUT,1,-1.94,0.27,0.21,0.65,1.13,-0.81,-,0
John Senden,2693,J. Senden,710,52.0,0,46.2,16.2,Farmers Insurance Open,2017,64.0,0,0,52.0,62.4,0,1,"Torrey Pines - La Jolla, CA",2017-01-29,T64,2,-1.47,0.69,0.14,-0.23,0.6,-0.87,64,0
John Senden,2695,J. Senden,710,22.0,0,19.4,0.0,Genesis Open,2017,,0,0,22.0,19.4,0,0,"Riviera - Pacific Palisades, CA",2017-02-19,CUT,2,-0.18,-0.5,0.45,-0.47,-0.52,-0.7,-,0
John Senden,2696,J. Senden,710,23.0,0,18.5,5.6,The Honda Classic,2017,,0,0,23.0,24.1,0,0,"PGA National - Palm Beach Gardens, FL",2017-02-26,CUT,3,-1.03,-1.06,0.02,1.04,0.0,-1.03,-,0
John Senden,2701,J. Senden,710,30.5,0,26.2,10.6,RBC Heritage,2017,,0,0,30.5,36.8,0,0,"Harbour Town - Hilton Head, SC",2017-04-16,CUT,E,0.89,0.06,-2.46,1.12,-1.28,-0.39,-,0
John Senden,2703,J. Senden,710,20.0,0,13.9,0.6,Shell Houston Open,2017,,0,0,20.0,14.5,0,0,"Redstone Golf Club, Houston, TX",2017-04-02,CUT,5,-2.46,-0.7,0.88,-0.23,-0.05,-2.51,-,0
John Senden,2716,J. Senden,710,74.5,0,71.9,14.2,Shriners Hospital for Children Open,2017,31.0,2,1,76.5,87.1,0,1,"TPC Summerlin - Las Vegas, NV",2016-11-06,T31,-10,0.15,-0.36,0.64,0.65,0.93,1.08,31,0
John Senden,2717,J. Senden,710,31.5,0,25.4,15.2,Valero Texas Open,2017,,0,0,31.5,40.6,0,0,"TPC San Antonio - San Antonio, TX",2017-04-23,CUT,1,2.0,-0.9,0.08,-1.28,-2.09,-0.09,-,0
John Senden,2719,J. Senden,710,20.5,0,15.9,0.0,Valspar Championship,2017,,0,0,20.5,15.9,0,0,"Innisbrook - Palm Harbor, FL",2017-03-12,CUT,4,0.62,-1.87,0.01,-0.24,-2.09,-1.47,-,0
John Senden,2725,J. Senden,710,66.5,0,64.5,15.2,Safeway Open,2017,35.0,2,1,68.5,80.7,0,1,"Silverado - Napa, CA",2016-10-13,T35,-8,0.69,-0.14,0.83,-0.69,-0.01,0.69,35,0
John Senden,2726,J. Senden,710,72.5,6,69.9,12.0,Puerto Rico Open,2017,37.0,2,1,80.5,82.9,0,1,"Coco Beach - Rio Grande, Puero Rico",2016-03-16,,,,,,,,,37,0
John Senden,2728,J. Senden,710,51.0,0,47.0,5.0,CIMB Classic,2017,66.0,0,0,51.0,52.0,0,1,"Kuala Lumpur - Kuala Lumpur, Malaysia",2016-10-23,,,,,,,,,66,0
John Senden,401025246,J. Senden,710,21.5,3,19.8,0.3,RBC Heritage,2018,,0,0,24.5,20.1,0,0,"Harbour Town - Hilton Head, SC",2018-04-15,CUT,1,0.21,-0.25,-1.37,0.8,-0.82,-0.61,-,0
John Senden,401025247,J. Senden,710,27.0,0,24.6,10.0,Valero Texas Open,2018,,0,0,27.0,34.6,0,0,"TPC San Antonio - San Antonio, TX",2018-04-22,79,4,-0.86,0.13,-1.02,0.59,-0.3,-1.16,-,0
John Senden,401025251,J. Senden,710,24.5,0,22.0,0.6,AT&T Byron Nelson,2018,,0,0,24.5,22.6,0,0,"Trinity Forest - Dallas, TX",2018-05-20,CUT,1,-0.96,0.87,-1.98,-0.05,-1.17,-2.12,-,0
John Senden,401025252,J. Senden,710,42.5,0,35.2,5.0,Fort Worth Invitational,2018,77.0,0,0,42.5,40.2,0,1,"Colonial Country Club, Ft. Worth, TX",2018-05-27,,,,,,,,,77,0
John Senden,401025253,J. Senden,710,29.0,3,27.6,5.9,The Memorial Tournament pres. by Nationwide,2018,,0,0,32.0,33.5,0,0,"Muirfield Village - Dublin, OH",2018-06-03,T74,1,-0.15,-0.23,-0.75,0.19,-0.79,-0.94,-,0
John Senden,401025258,J. Senden,710,77.0,0,74.5,26.0,John Deere Classic,2018,34.0,2,1,79.0,101.5,0,1,"TPC Deere Run - Silvis, IL",2018-07-15,T34,-11,0.97,-0.42,-0.11,0.5,-0.03,0.94,34,0
John Senden,401025260,J. Senden,710,24.5,3,19.6,1.2,RBC Canadian Open,2018,,0,0,27.5,20.8,0,0,"Glen Abbey - Oakville, Ontario, Canada",2018-07-29,CUT,3,-1.79,-0.08,-1.27,0.24,-1.1,-2.9,-,0
John Senden,401056252,J. Senden,710,31.5,0,30.2,5.0,Safeway Open,2019,,0,0,31.5,35.2,0,0,"Silverado - Napa, CA",2018-10-07,T78,-1,0.64,-0.43,-0.78,-0.2,-1.41,-0.77,-,0
John Senden,401056504,J. Senden,710,57.5,3,50.8,11.4,Shriners Hospital for Children Open,2019,72.0,0,0,60.5,62.2,0,1,"TPC Summerlin - Las Vegas, NV",2018-11-04,72,-1,-0.77,0.16,-0.25,-0.66,-0.75,-1.53,72,0
John Senden,401056511,J. Senden,710,44.5,3,42.9,10.9,Desert Classic,2019,,0,0,47.5,53.8,0,0,"La Quinta CC - La Quinta, CA",2019-01-20,CUT,-4,1.27,-0.49,0.38,-1.27,-1.38,-0.11,-,0
John Senden,401056512,J. Senden,710,67.0,3,60.5,7.0,Farmers Insurance Open,2019,57.0,0,0,70.0,67.5,0,1,"Torrey Pines - La Jolla, CA",2019-02-27,T57,-3,-0.68,-0.13,0.36,-0.11,0.11,-0.57,57,0
John Senden,401056514,J. Senden,710,30.0,0,26.8,9.6,AT&T Pebble Beach Pro-Am,2019,,0,0,30.0,36.4,0,0,"Spyglass Hill - Pebble Beach, CA",2019-02-11,MDF,-2,0.79,0.32,-0.67,0.53,0.17,0.96,-,0
John Senden,401056515,J. Senden,710,26.5,0,22.7,10.6,Genesis Open,2019,,0,0,26.5,33.3,0,0,"Riviera - Pacific Palisades, CA",2019-02-14,CUT,2,-1.81,1.07,0.62,-0.85,0.84,-0.97,-,0
John Senden,401056517,J. Senden,710,48.5,0,44.4,0.6,Puerto Rico Open,2019,62.0,0,0,48.5,45.0,0,1,"Coco Beach - Rio Grande, Puero Rico",2019-02-24,,,,,,,,,62,0
John Senden,401056523,J. Senden,710,20.0,0,16.3,0.6,Valspar Championship,2019,,0,0,20.0,16.9,0,0,"Innisbrook - Palm Harbor, FL",2019-03-24,CUT,3,-0.35,-0.33,0.42,-0.11,-0.03,-0.38,-,0
John Senden,401056525,J. Senden,710,60.0,0,53.5,25.2,Corales Puntacana Resort & Club Championship,2019,67.0,0,0,60.0,78.7,0,1,"Corales Puntacana GC - Punta Cana, Dominican Republic",2019-03-31,,,,,,,,,67,0
John Senden,401056526,J. Senden,710,19.5,0,16.8,5.0,Valero Texas Open,2019,,0,0,19.5,21.8,0,0,"TPC San Antonio - San Antonio, TX",2019-04-07,CUT,3,-2.95,-0.17,0.84,0.25,0.93,-2.02,-,0
John Senden,401056546,J. Senden,710,28.0,0,20.1,10.6,Barbasol Championship,2019,,0,0,28.0,30.7,0,0,"Keene Trace - Nicholasville, KY",2019-07-21,CUT,5,0.3,-1.05,-1.23,-2.69,-4.97,-4.67,-,0
John Senden,401056548,J. Senden,710,59.0,3,51.9,21.6,John Deere Classic,2019,70.0,0,0,62.0,73.5,0,1,"TPC Deere Run - Silvis, IL",2019-07-14,70,-1,0.51,-0.62,-0.24,-1.04,-1.9,-1.39,70,0
John Senden,401056550,J. Senden,710,61.5,3,49.7,21.4,Wells Fargo Championship,2019,54.0,0,0,64.5,71.1,0,1,"Quail Hollow - Charlotte, NC",2019-05-05,T54,2,0.27,-0.23,0.3,-0.25,-0.19,0.09,54,0
John Senden,401056551,J. Senden,710,37.0,0,31.3,14.0,AT&T Byron Nelson,2019,,0,0,37.0,45.3,0,0,"Trinity Forest - Dallas, TX",2019-05-12,CUT,-1,2.04,-0.78,-0.71,-0.69,-2.18,-0.14,-,0
John Senden,401148233,J. Senden,710,24.5,0,19.6,5.6,A Military Tribute at The Greenbrier,2020,,0,0,24.5,25.2,0,0,"Old White Course - White Sulphur Springs, WV",2019-09-15,CUT,3,-1.76,-0.81,-0.9,0.9,-0.81,-2.57,-,0
John Senden,401148234,J. Senden,710,20.5,0,13.5,0.0,Sanderson Farms Championship,2020,,0,0,20.5,13.5,0,0,"Country Club of Jackson - Jackson, MS",2019-09-22,CUT,6,2.19,-0.94,-2.54,-2.64,-6.12,-3.93,-,0
John Senden,401148237,J. Senden,710,16.0,0,12.7,0.0,Houston Open,2020,,0,0,16.0,12.7,0,0,"Golf Club of Houston - Houston, TX",2019-10-13,CUT,5,-1.43,-0.63,0.45,-0.49,-0.67,-2.1,-,0
John Senden,401148240,J. Senden,710,63.5,3,56.4,30.2,Bermuda Championship,2020,62.0,0,0,66.5,86.6,0,1,"Port Royal GC - Southampton Parish, Bermuda",2019-11-03,,,,,,,,,62,0
John Senden,401155419,J. Senden,710,40.0,3,35.0,15.8,The American Express,2020,,0,0,43.0,50.8,0,0,"La Quinta CC - La Quinta, CA",2020-01-18,CUT,2,-1.44,-0.39,-1.1,-0.7,-2.19,-3.63,-,0
John Senden,401155420,J. Senden,710,20.5,0,11.1,5.0,Farmers Insurance Open,2020,,0,0,20.5,16.1,0,0,"Torrey Pines - La Jolla, CA",2020-01-25,CUT,8,1.33,-2.39,-1.0,-0.25,-3.64,-2.31,-,0
John Senden,401155422,J. Senden,710,49.0,6,41.5,10.2,AT&T Pebble Beach Pro-Am,2020,67.0,0,0,55.0,51.7,0,1,"Spyglass Hill - Pebble Beach, CA",2020-02-08,67,5,-0.35,-0.08,-0.89,-0.49,-1.46,-1.81,67,0
John Senden,401155425,J. Senden,710,66.0,3,60.3,25.8,Puerto Rico Open,2020,64.0,0,0,69.0,86.1,0,1,"Grand Reserve Country Club - Rio Grande, Puerto Rico",2020-02-22,,,,,,,,,64,0
John Senden,401155459,J. Senden,710,26.5,0,25.0,0.6,Charles Schwab Challenge,2020,,0,0,26.5,25.6,0,0,"Colonial - Ft. Worth, TX",2020-06-14,CUT,-1,1.46,0.28,0.72,-2.17,-1.17,0.28,-,0
John Senden,401155460,J. Senden,710,24.5,0,22.0,0.0,Rocket Mortgage Classic,2020,,0,0,24.5,22.0,0,0,"Detroit Golf Club - Detroit, MI",2020-07-05,CUT,1,0.01,-0.65,-0.54,-1.23,-2.43,-2.41,-,0
John Senden,401155472,J. Senden,710,27.5,0,24.1,5.6,3M Open,2020,,0,0,27.5,29.7,0,0,"TPC Twin Cities - Blaine, MN",2020-07-26,CUT,E,-0.04,-0.54,0.81,-0.66,-0.39,-0.42,-,0
Johnson Wagner,2233,J. Wagner,1265,52.0,0,49.4,15.2,AT&T Pebble Beach Pro-Am,2015,,0,0,52.0,64.6,0,0,"Pebble Beach - Pebble Beach, CA",2015-02-15,T65,-6,-2.13,0.83,0.6,0.31,1.75,-0.39,-,0
Johnson Wagner,2242,J. Wagner,1265,26.0,0,21.8,0.6,RBC Heritage,2015,,0,0,26.0,22.4,0,0,"Harbour Town - Hilton Head, SC",2015-04-19,CUT,2,-1.03,-0.97,0.31,0.54,-0.12,-1.15,-,0
Johnson Wagner,2243,J. Wagner,1265,29.0,3,27.6,5.9,Wyndham Championship,2015,,0,0,32.0,33.5,0,0,"Sedgefield - Greensboro, NC",2015-08-23,CUT,-2,-0.65,-0.38,1.46,-0.47,0.61,-0.04,-,0
Johnson Wagner,2244,J. Wagner,1265,79.0,11,79.8,6.4,Shell Houston Open,2015,2.0,20,20,110.0,106.2,0,1,"Golf Club of Houston - Houston, TX",2015-04-05,T2,-16,1.83,-0.04,0.9,0.32,1.18,3.02,2,0
Johnson Wagner,2245,J. Wagner,1265,32.0,3,23.7,11.4,AT&T Byron Nelson,2015,,0,0,35.0,35.1,0,0,"TPC Four Seasons Resort Las Colinas, Irving, TX",2015-05-31,CUT,6,-1.77,-2.37,0.26,-1.59,-3.71,-5.48,-,0
