ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,text,clean_text,Cluster
44207,Jwala Gutta,F,28.0,178.0,85.0,India,IND,2012 Summer,2012,Summer,London,Badminton,Badminton Mixed Doubles,,Jwala Gutta F India IND 2012 Summer Summer London Badminton Badminton Mixed Doubles ,jwala gutta f india ind summer summer london badminton badminton mixed doubles,0
44207,Jwala Gutta,F,28.0,178.0,85.0,India,IND,2012 Summer,2012,Summer,London,Badminton,Badminton Women's Doubles,,Jwala Gutta F India IND 2012 Summer Summer London Badminton Badminton Women's Doubles ,jwala gutta f india ind summer summer london badminton badminton womens doubles,0
44207,Jwala Gutta,F,32.0,178.0,85.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,,Jwala Gutta F India IND 2016 Summer Summer Rio de Janeiro Badminton Badminton Women's Doubles ,jwala gutta f india ind summer summer rio de janeiro badminton badminton womens doubles,0
44527,Hakimuddin Shabbir Habibulla,M,20.0,167.0,62.0,India,IND,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Freestyle,,Hakimuddin Shabbir Habibulla M India IND 2000 Summer Summer Sydney Swimming Swimming Men's 200 metres Freestyle ,hakimuddin shabbir habibulla india ind summer summer sydney swimming swimming mens metres freestyle,0
44613,"Syed Mohammad ""S. M."" Hadi",M,24.0,,,India,IND,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,,"Syed Mohammad ""S. M."" Hadi M India IND 1924 Summer Summer Paris Tennis Tennis Men's Singles ",syed mohammad hadi india ind summer summer paris tennis tennis mens singles,0
44613,"Syed Mohammad ""S. M."" Hadi",M,24.0,,,India-2,IND,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,,"Syed Mohammad ""S. M."" Hadi M India-2 IND 1924 Summer Summer Paris Tennis Tennis Men's Doubles ",syed mohammad hadi india ind summer summer paris tennis tennis mens doubles,0
44923,Arjun Halappa,M,24.0,162.0,61.0,India,IND,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,,Arjun Halappa M India IND 2004 Summer Summer Athina Hockey Hockey Men's Hockey ,arjun halappa india ind summer summer athina hockey hockey mens hockey,2
45013,James Stanton Hall,M,21.0,,,India,IND,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,,James Stanton Hall M India IND 1924 Summer Summer Paris Athletics Athletics Men's 100 metres ,james stanton hall india ind summer summer paris athletics athletics mens metres,1
45013,James Stanton Hall,M,21.0,,,India,IND,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,,James Stanton Hall M India IND 1924 Summer Summer Paris Athletics Athletics Men's 200 metres ,james stanton hall india ind summer summer paris athletics athletics mens metres,1
45013,James Stanton Hall,M,25.0,,,India,IND,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,,James Stanton Hall M India IND 1928 Summer Summer Amsterdam Athletics Athletics Men's 200 metres ,james stanton hall india ind summer summer amsterdam athletics athletics mens metres,1
45013,James Stanton Hall,M,25.0,,,India,IND,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,,James Stanton Hall M India IND 1928 Summer Summer Amsterdam Athletics Athletics Men's 400 metres ,james stanton hall india ind summer summer amsterdam athletics athletics mens metres,1
45360,Leslie Charles Hammond,M,23.0,184.0,,India,IND,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold,Leslie Charles Hammond M India IND 1928 Summer Summer Amsterdam Hockey Hockey Men's Hockey Gold,leslie charles hammond india ind summer summer amsterdam hockey hockey mens hockey gold,2
45360,Leslie Charles Hammond,M,27.0,184.0,,India,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,Leslie Charles Hammond M India IND 1932 Summer Summer Los Angeles Hockey Hockey Men's Hockey Gold,leslie charles hammond india ind summer summer los angeles hockey hockey mens hockey gold,2
46733,Adi Havewala,M,,,,India,IND,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",,"Adi Havewala M India IND 1948 Summer Summer London Cycling Cycling Men's Team Pursuit, 4,000 metres ",adi havewala india ind summer summer london cycling cycling mens team pursuit metres,0
46736,Malcolm Havladar,M,,,,India,IND,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Road Race, Individual",,"Malcolm Havladar M India IND 1948 Summer Summer London Cycling Cycling Men's Road Race, Individual ",malcolm havladar india ind summer summer london cycling cycling mens road race individual,0
46736,Malcolm Havladar,M,,,,India,IND,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Road Race, Team",,"Malcolm Havladar M India IND 1948 Summer Summer London Cycling Cycling Men's Road Race, Team ",malcolm havladar india ind summer summer london cycling cycling mens road race team,0
48541,"Wilfred Reginald ""Will"" Hildreth",M,,,,India,IND,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,,"Wilfred Reginald ""Will"" Hildreth M India IND 1924 Summer Summer Paris Athletics Athletics Men's 100 metres ",wilfred reginald hildreth india ind summer summer paris athletics athletics mens metres,1
48541,"Wilfred Reginald ""Will"" Hildreth",M,,,,India,IND,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,,"Wilfred Reginald ""Will"" Hildreth M India IND 1924 Summer Summer Paris Athletics Athletics Men's 200 metres ",wilfred reginald hildreth india ind summer summer paris athletics athletics mens metres,1
48666,Arthur Charles Hind,M,27.0,173.0,,India,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,Arthur Charles Hind M India IND 1932 Summer Summer Los Angeles Hockey Hockey Men's Hockey Gold,arthur charles hind india ind summer summer los angeles hockey hockey mens hockey gold,2
51212,Akhtar Hussain,M,21.0,,,India,IND,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold,Akhtar Hussain M India IND 1948 Summer Summer London Hockey Hockey Men's Hockey Gold,akhtar hussain india ind summer summer london hockey hockey mens hockey gold,2
51229,Sayed Muhammad Hussain,M,24.0,,,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold,Sayed Muhammad Hussain M India IND 1936 Summer Summer Berlin Hockey Hockey Men's Hockey Gold,sayed muhammad hussain india ind summer summer berlin hockey hockey mens hockey gold,2
52325,Nadeem Iqbal,M,30.0,173.0,65.0,India,IND,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,,Nadeem Iqbal M India IND 2014 Winter Winter Sochi Cross Country Skiing Cross Country Skiing Men's 15 kilometres ,nadeem iqbal india ind winter winter sochi cross country skiing cross country skiing mens kilometres,0
52326,Zafar Iqbal,M,24.0,172.0,65.0,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Gold,Zafar Iqbal M India IND 1980 Summer Summer Moskva Hockey Hockey Men's Hockey Gold,zafar iqbal india ind summer summer moskva hockey hockey mens hockey gold,2
52326,Zafar Iqbal,M,28.0,172.0,65.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,,Zafar Iqbal M India IND 1984 Summer Summer Los Angeles Hockey Hockey Men's Hockey ,zafar iqbal india ind summer summer los angeles hockey hockey mens hockey,2
53167,Ivan Jacob,M,24.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,,Ivan Jacob M India IND 1952 Summer Summer Helsinki Athletics Athletics Men's 400 metres ,ivan jacob india ind summer summer helsinki athletics athletics mens metres,1
53173,Sydney Montague Jacob,M,44.0,,,India,IND,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,,Sydney Montague Jacob M India IND 1924 Summer Summer Paris Tennis Tennis Men's Singles ,sydney montague jacob india ind summer summer paris tennis tennis mens singles,0
53173,Sydney Montague Jacob,M,44.0,,,India,IND,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,,Sydney Montague Jacob M India IND 1924 Summer Summer Paris Tennis Tennis Mixed Doubles ,sydney montague jacob india ind summer summer paris tennis tennis mixed doubles,0
53173,Sydney Montague Jacob,M,44.0,,,India-1,IND,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,,Sydney Montague Jacob M India-1 IND 1924 Summer Summer Paris Tennis Tennis Men's Doubles ,sydney montague jacob india ind summer summer paris tennis tennis mens doubles,0
53272,Pappu Jadav,M,18.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",,"Pappu Jadav M India IND 1992 Summer Summer Barcelona Wrestling Wrestling Men's Light-Flyweight, Greco-Roman ",pappu jadav india ind summer summer barcelona wrestling wrestling mens lightflyweight grecoroman,0
53272,Pappu Jadav,M,22.0,,,India,IND,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",,"Pappu Jadav M India IND 1996 Summer Summer Atlanta Wrestling Wrestling Men's Flyweight, Greco-Roman ",pappu jadav india ind summer summer atlanta wrestling wrestling mens flyweight grecoroman,0
53273,Shirang Vithoba Jadav,M,24.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",,"Shirang Vithoba Jadav M India IND 1952 Summer Summer Helsinki Wrestling Wrestling Men's Light-Heavyweight, Freestyle ",shirang vithoba jadav india ind summer summer helsinki wrestling wrestling mens lightheavyweight freestyle,0
53275,Khashaba Dadasaheb  Jahdav,M,21.0,,,India,IND,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Flyweight, Freestyle",,"Khashaba Dadasaheb  Jahdav M India IND 1948 Summer Summer London Wrestling Wrestling Men's Flyweight, Freestyle ",khashaba dadasaheb jahdav india ind summer summer london wrestling wrestling mens flyweight freestyle,0
53275,Khashaba Dadasaheb  Jahdav,M,25.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,"Khashaba Dadasaheb  Jahdav M India IND 1952 Summer Summer Helsinki Wrestling Wrestling Men's Bantamweight, Freestyle Bronze",khashaba dadasaheb jahdav india ind summer summer helsinki wrestling wrestling mens bantamweight freestyle bronze,0
53290,Sayed Muhammad Jaffar,M,,173.0,,India,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,Sayed Muhammad Jaffar M India IND 1932 Summer Summer Los Angeles Hockey Hockey Men's Hockey Gold,sayed muhammad jaffar india ind summer summer los angeles hockey hockey mens hockey gold,2
53290,Sayed Muhammad Jaffar,M,,173.0,,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold,Sayed Muhammad Jaffar M India IND 1936 Summer Summer Berlin Hockey Hockey Men's Hockey Gold,sayed muhammad jaffar india ind summer summer berlin hockey hockey mens hockey gold,2
53361,"Orchatteri Puthiya Veetil ""O. P."" Jaisha",F,33.0,154.0,43.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,"Orchatteri Puthiya Veetil ""O. P."" Jaisha F India IND 2016 Summer Summer Rio de Janeiro Athletics Athletics Women's Marathon ",orchatteri puthiya veetil p jaisha f india ind summer summer rio de janeiro athletics athletics womens marathon,1
53504,Romeo James,M,25.0,165.0,61.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,,Romeo James M India IND 1984 Summer Summer Los Angeles Hockey Hockey Men's Hockey ,romeo james india ind summer summer los angeles hockey hockey mens hockey,2
53778,"Patrick Anthony ""Pat"" Jansen",M,27.0,,,India,IND,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold,"Patrick Anthony ""Pat"" Jansen M India IND 1948 Summer Summer London Hockey Hockey Men's Hockey Gold",patrick anthony pat jansen india ind summer summer london hockey hockey mens hockey gold,2
53784,Sohrab Janshed Contractor,M,34.0,175.0,80.0,India,IND,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,,Sohrab Janshed Contractor M India IND 1972 Summer Summer Munich Sailing Sailing Mixed Two Person Heavyweight Dinghy ,sohrab janshed contractor india ind summer summer munich sailing sailing mixed two person heavyweight dinghy,0
54080,Valdivel Jayalakshmi,F,29.0,172.0,67.0,India,IND,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,,Valdivel Jayalakshmi F India IND 2000 Summer Summer Sydney Athletics Athletics Women's 4 x 100 metres Relay ,valdivel jayalakshmi f india ind summer summer sydney athletics athletics womens x metres relay,1
55020,"Mackertich ""Mac"" Joachim (Hovakimian-)",M,,,,India,IND,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Light-Heavyweight,,"Mackertich ""Mac"" Joachim (Hovakimian-) M India IND 1948 Summer Summer London Boxing Boxing Men's Light-Heavyweight ",mackertich mac joachim hovakimian india ind summer summer london boxing boxing mens lightheavyweight,0
55065,Nachhatar Singh Johal,M,29.0,185.0,98.0,India,IND,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy,,Nachhatar Singh Johal M India IND 2008 Summer Summer Beijing Sailing Sailing Mixed One Person Dinghy ,nachhatar singh johal india ind summer summer beijing sailing sailing mixed one person dinghy,0
55399,Jinson Johnson,M,25.0,,,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,,Jinson Johnson M India IND 2016 Summer Summer Rio de Janeiro Athletics Athletics Men's 800 metres ,jinson johnson india ind summer summer rio de janeiro athletics athletics mens metres,1
55544,Mayookha Mathalikunnel Johny,F,24.0,174.0,58.0,India,IND,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Triple Jump,,Mayookha Mathalikunnel Johny F India IND 2012 Summer Summer London Athletics Athletics Women's Triple Jump ,mayookha mathalikunnel johny f india ind summer summer london athletics athletics womens triple jump,1
55981,Raj Joshi Tilak,M,23.0,171.0,60.0,India,IND,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,Raj Joshi Tilak M India IND 1960 Summer Summer Roma Athletics Athletics Men's 100 metres ,raj joshi tilak india ind summer summer roma athletics athletics mens metres,1
56300,Samresh Jung,M,38.0,173.0,105.0,India,IND,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",,"Samresh Jung M India IND 2008 Summer Summer Beijing Shooting Shooting Men's Air Pistol, 10 metres ",samresh jung india ind summer summer beijing shooting shooting mens air pistol metres,0
56300,Samresh Jung,M,38.0,173.0,105.0,India,IND,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres",,"Samresh Jung M India IND 2008 Summer Summer Beijing Shooting Shooting Men's Free Pistol, 50 metres ",samresh jung india ind summer summer beijing shooting shooting mens free pistol metres,0
56499,Samsudeen Kabeer,M,25.0,,70.0,India,IND,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Lightweight,,Samsudeen Kabeer M India IND 1996 Summer Summer Atlanta Weightlifting Weightlifting Men's Lightweight ,samsudeen kabeer india ind summer summer atlanta weightlifting weightlifting mens lightweight,0
57210,Nikhil Kanetkar,M,25.0,173.0,63.0,India,IND,2004 Summer,2004,Summer,Athina,Badminton,Badminton Men's Singles,,Nikhil Kanetkar M India IND 2004 Summer Summer Athina Badminton Badminton Men's Singles ,nikhil kanetkar india ind summer summer athina badminton badminton mens singles,0
57239,Chinglensana Kangujam,M,24.0,169.0,72.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,,Chinglensana Kangujam M India IND 2016 Summer Summer Rio de Janeiro Hockey Hockey Men's Hockey ,chinglensana kangujam india ind summer summer rio de janeiro hockey hockey mens hockey,2
57258,Dharmalingam Kannan,M,24.0,163.0,54.0,India,IND,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,,Dharmalingam Kannan M India IND 1960 Summer Summer Roma Football Football Men's Football ,dharmalingam kannan india ind summer summer roma football football mens football,0
57259,Mahendran Kannan,M,20.0,155.0,52.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Flyweight,,Mahendran Kannan M India IND 1984 Summer Summer Los Angeles Weightlifting Weightlifting Men's Flyweight ,mahendran kannan india ind summer summer los angeles weightlifting weightlifting mens flyweight,0
57260,Muhammad Kannayan,M,,,,India,IND,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,,Muhammad Kannayan M India IND 1956 Summer Summer Melbourne Football Football Men's Football ,muhammad kannayan india ind summer summer melbourne football football mens football,0
57274,Laxmi Kanta Das,M,22.0,,60.0,India,IND,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Featherweight,,Laxmi Kanta Das M India IND 1960 Summer Summer Roma Weightlifting Weightlifting Men's Featherweight ,laxmi kanta das india ind summer summer roma weightlifting weightlifting mens featherweight,0
57274,Laxmi Kanta Das,M,26.0,,60.0,India,IND,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Featherweight,,Laxmi Kanta Das M India IND 1964 Summer Summer Tokyo Weightlifting Weightlifting Men's Featherweight ,laxmi kanta das india ind summer summer tokyo weightlifting weightlifting mens featherweight,0
57464,Vithal Karande,M,24.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,,Vithal Karande M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Individual All-Around ,vithal karande india ind summer summer tokyo gymnastics gymnastics mens individual allaround,0
57464,Vithal Karande,M,24.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,,Vithal Karande M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Team All-Around ,vithal karande india ind summer summer tokyo gymnastics gymnastics mens team allaround,0
