ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,text,clean_text,Cluster
27999,Saraswati Amit Dey-Saha,F,24.0,154.0,53.0,India,IND,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 200 metres,,Saraswati Amit Dey-Saha F India IND 2004 Summer Summer Athina Athletics Athletics Women's 200 metres ,saraswati amit deysaha f india ind summer summer athina athletics athletics womens metres,1
28039,Ayyasamy Dharun,M,19.0,177.0,64.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,Ayyasamy Dharun M India IND 2016 Summer Summer Rio de Janeiro Athletics Athletics Men's 4 x 400 metres Relay ,ayyasamy dharun india ind summer summer rio de janeiro athletics athletics mens x metres relay,1
28043,Abha Dhillan,F,38.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Women's Air Pistol, 10 metres",,"Abha Dhillan F India IND 1992 Summer Summer Barcelona Shooting Shooting Women's Air Pistol, 10 metres ",abha dhillan f india ind summer summer barcelona shooting shooting womens air pistol metres,0
28044,Kartar Dhillon Singh,M,26.0,175.0,100.0,India,IND,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",,"Kartar Dhillon Singh M India IND 1980 Summer Summer Moskva Wrestling Wrestling Men's Light-Heavyweight, Freestyle ",kartar dhillon singh india ind summer summer moskva wrestling wrestling mens lightheavyweight freestyle,0
28044,Kartar Dhillon Singh,M,30.0,175.0,100.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Freestyle",,"Kartar Dhillon Singh M India IND 1984 Summer Summer Los Angeles Wrestling Wrestling Men's Heavyweight, Freestyle ",kartar dhillon singh india ind summer summer los angeles wrestling wrestling mens heavyweight freestyle,0
28044,Kartar Dhillon Singh,M,34.0,175.0,100.0,India,IND,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Heavyweight, Freestyle",,"Kartar Dhillon Singh M India IND 1988 Summer Summer Seoul Wrestling Wrestling Men's Heavyweight, Freestyle ",kartar dhillon singh india ind summer summer seoul wrestling wrestling mens heavyweight freestyle,0
28519,Valiyaveetil Diju,M,31.0,188.0,,India,IND,2012 Summer,2012,Summer,London,Badminton,Badminton Mixed Doubles,,Valiyaveetil Diju M India IND 2012 Summer Summer London Badminton Badminton Mixed Doubles ,valiyaveetil diju india ind summer summer london badminton badminton mixed doubles,0
28668,Ngangim Dingko Singh,M,21.0,,,India,IND,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Bantamweight,,Ngangim Dingko Singh M India IND 2000 Summer Summer Sydney Boxing Boxing Men's Bantamweight ,ngangim dingko singh india ind summer summer sydney boxing boxing mens bantamweight,0
28672,Parvez Irani Diniar,M,26.0,180.0,67.0,India,IND,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,,Parvez Irani Diniar M India IND 1980 Summer Summer Moskva Basketball Basketball Men's Basketball ,parvez irani diniar india ind summer summer moskva basketball basketball mens basketball,0
28804,Ashok Diwan,M,21.0,160.0,60.0,India,IND,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,,Ashok Diwan M India IND 1976 Summer Summer Montreal Hockey Hockey Men's Hockey ,ashok diwan india ind summer summer montreal hockey hockey mens hockey,2
29500,Skalzang Dorje,M,25.0,,,India,IND,1996 Summer,1996,Summer,Atlanta,Archery,Archery Men's Individual,,Skalzang Dorje M India IND 1996 Summer Summer Atlanta Archery Archery Men's Individual ,skalzang dorje india ind summer summer atlanta archery archery mens individual,0
29500,Skalzang Dorje,M,25.0,,,India,IND,1996 Summer,1996,Summer,Atlanta,Archery,Archery Men's Team,,Skalzang Dorje M India IND 1996 Summer Summer Atlanta Archery Archery Men's Team ,skalzang dorje india ind summer summer atlanta archery archery mens team,0
30165,Selma D'Silva,F,19.0,158.0,,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,,Selma D'Silva F India IND 1980 Summer Summer Moskva Hockey Hockey Women's Hockey ,selma dsilva f india ind summer summer moskva hockey hockey womens hockey,2
30166,Adrian Albert D'Souza,M,20.0,170.0,62.0,India,IND,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,,Adrian Albert D'Souza M India IND 2004 Summer Summer Athina Hockey Hockey Men's Hockey ,adrian albert dsouza india ind summer summer athina hockey hockey mens hockey,2
30168,Darryl Aloysius D'Souza,M,26.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,,Darryl Aloysius D'Souza M India IND 1992 Summer Summer Barcelona Hockey Hockey Men's Hockey ,darryl aloysius dsouza india ind summer summer barcelona hockey hockey mens hockey,2
30169,Mary Emily D'Souza,F,20.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 100 metres,,Mary Emily D'Souza F India IND 1952 Summer Summer Helsinki Athletics Athletics Women's 100 metres ,mary emily dsouza f india ind summer summer helsinki athletics athletics womens metres,1
30169,Mary Emily D'Souza,F,20.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 200 metres,,Mary Emily D'Souza F India IND 1952 Summer Summer Helsinki Athletics Athletics Women's 200 metres ,mary emily dsouza f india ind summer summer helsinki athletics athletics womens metres,1
30170,Neville Stephen J. D'Souza,M,,,,India,IND,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,,Neville Stephen J. D'Souza M India IND 1956 Summer Summer Melbourne Football Football Men's Football ,neville stephen j dsouza india ind summer summer melbourne football football mens football,0
30173,"Stephanie ""Stephie"" D'Souza (Sequeira-)",F,27.0,158.0,50.0,India,IND,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 400 metres,,"Stephanie ""Stephie"" D'Souza (Sequeira-) F India IND 1964 Summer Summer Tokyo Athletics Athletics Women's 400 metres ",stephanie stephie dsouza sequeira f india ind summer summer tokyo athletics athletics womens metres,1
30260,Preeti Dubey,F,18.0,166.0,53.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,,Preeti Dubey F India IND 2016 Summer Summer Rio de Janeiro Hockey Hockey Women's Hockey ,preeti dubey f india ind summer summer rio de janeiro hockey hockey womens hockey,2
30779,C. Thirugnan Durai,M,26.0,,,India,IND,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,C. Thirugnan Durai M India IND 2000 Summer Summer Sydney Athletics Athletics Men's 4 x 100 metres Relay ,c thirugnan durai india ind summer summer sydney athletics athletics mens x metres relay,1
30911,Keshav Chandra Dutt,M,22.0,,,India,IND,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold,Keshav Chandra Dutt M India IND 1948 Summer Summer London Hockey Hockey Men's Hockey Gold,keshav chandra dutt india ind summer summer london hockey hockey mens hockey gold,2
30911,Keshav Chandra Dutt,M,26.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold,Keshav Chandra Dutt M India IND 1952 Summer Summer Helsinki Hockey Hockey Men's Hockey Gold,keshav chandra dutt india ind summer summer helsinki hockey hockey mens hockey gold,2
30912,Sunil Dutt,M,16.0,157.0,48.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",,"Sunil Dutt M India IND 1984 Summer Summer Los Angeles Wrestling Wrestling Men's Light-Flyweight, Freestyle ",sunil dutt india ind summer summer los angeles wrestling wrestling mens lightflyweight freestyle,0
30913,Yogeshwar Dutt,M,21.0,168.0,65.0,India,IND,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",,"Yogeshwar Dutt M India IND 2004 Summer Summer Athina Wrestling Wrestling Men's Featherweight, Freestyle ",yogeshwar dutt india ind summer summer athina wrestling wrestling mens featherweight freestyle,0
30913,Yogeshwar Dutt,M,25.0,168.0,65.0,India,IND,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",,"Yogeshwar Dutt M India IND 2008 Summer Summer Beijing Wrestling Wrestling Men's Lightweight, Freestyle ",yogeshwar dutt india ind summer summer beijing wrestling wrestling mens lightweight freestyle,0
30913,Yogeshwar Dutt,M,29.0,168.0,65.0,India,IND,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,"Yogeshwar Dutt M India IND 2012 Summer Summer London Wrestling Wrestling Men's Lightweight, Freestyle Bronze",yogeshwar dutt india ind summer summer london wrestling wrestling mens lightweight freestyle bronze,0
30913,Yogeshwar Dutt,M,33.0,168.0,65.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",,"Yogeshwar Dutt M India IND 2016 Summer Summer Rio de Janeiro Wrestling Wrestling Men's Welterweight, Freestyle ",yogeshwar dutt india ind summer summer rio de janeiro wrestling wrestling mens welterweight freestyle,0
30914,Soma Dutta,F,16.0,160.0,46.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Women's Air Rifle, 10 metres",,"Soma Dutta F India IND 1984 Summer Summer Los Angeles Shooting Shooting Women's Air Rifle, 10 metres ",soma dutta f india ind summer summer los angeles shooting shooting womens air rifle metres,0
30914,Soma Dutta,F,16.0,160.0,46.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",,"Soma Dutta F India IND 1984 Summer Summer Los Angeles Shooting Shooting Women's Small-Bore Rifle, Three Positions, 50 metres ",soma dutta f india ind summer summer los angeles shooting shooting womens smallbore rifle three positions metres,0
30914,Soma Dutta,F,20.0,160.0,46.0,India,IND,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Air Rifle, 10 metres",,"Soma Dutta F India IND 1988 Summer Summer Seoul Shooting Shooting Women's Air Rifle, 10 metres ",soma dutta f india ind summer summer seoul shooting shooting womens air rifle metres,0
30914,Soma Dutta,F,20.0,160.0,46.0,India,IND,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",,"Soma Dutta F India IND 1988 Summer Summer Seoul Shooting Shooting Women's Small-Bore Rifle, Three Positions, 50 metres ",soma dutta f india ind summer summer seoul shooting shooting womens smallbore rifle three positions metres,0
30914,Soma Dutta,F,24.0,160.0,46.0,India,IND,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Women's Air Rifle, 10 metres",,"Soma Dutta F India IND 1992 Summer Summer Barcelona Shooting Shooting Women's Air Rifle, 10 metres ",soma dutta f india ind summer summer barcelona shooting shooting womens air rifle metres,0
30914,Soma Dutta,F,24.0,160.0,46.0,India,IND,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",,"Soma Dutta F India IND 1992 Summer Summer Barcelona Shooting Shooting Women's Small-Bore Rifle, Three Positions, 50 metres ",soma dutta f india ind summer summer barcelona shooting shooting womens smallbore rifle three positions metres,0
31472,Alloysius Edwards,M,27.0,,,India,IND,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,,Alloysius Edwards M India IND 1996 Summer Summer Atlanta Hockey Hockey Men's Hockey ,alloysius edwards india ind summer summer atlanta hockey hockey mens hockey,2
31804,Karunagaran Ekambaram,M,26.0,164.0,52.0,India,IND,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Flyweight,,Karunagaran Ekambaram M India IND 1980 Summer Summer Moskva Weightlifting Weightlifting Men's Flyweight ,karunagaran ekambaram india ind summer summer moskva weightlifting weightlifting mens flyweight,0
31835,Deep Grace Ekka,F,22.0,158.0,63.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,,Deep Grace Ekka F India IND 2016 Summer Summer Rio de Janeiro Hockey Hockey Women's Hockey ,deep grace ekka f india ind summer summer rio de janeiro hockey hockey womens hockey,2
32514,Lionel Charles Renwick Emmett,M,23.0,,,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold,Lionel Charles Renwick Emmett M India IND 1936 Summer Summer Berlin Hockey Hockey Men's Hockey Gold,lionel charles renwick emmett india ind summer summer berlin hockey hockey mens hockey gold,2
33340,Kamineni Eswara Rao,M,33.0,,88.5,India,IND,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Middle-Heavyweight,,Kamineni Eswara Rao M India IND 1952 Summer Summer Helsinki Weightlifting Weightlifting Men's Middle-Heavyweight ,kamineni eswara rao india ind summer summer helsinki weightlifting weightlifting mens middleheavyweight,0
33340,Kamineni Eswara Rao,M,38.0,,88.5,India,IND,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Middle-Heavyweight,,Kamineni Eswara Rao M India IND 1956 Summer Summer Melbourne Weightlifting Weightlifting Men's Middle-Heavyweight ,kamineni eswara rao india ind summer summer melbourne weightlifting weightlifting mens middleheavyweight,0
34759,"Lawrence ""Lawrie"" Fernandes",M,,,,India,IND,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold,"Lawrence ""Lawrie"" Fernandes M India IND 1948 Summer Summer London Hockey Hockey Men's Hockey Gold",lawrence lawrie fernandes india ind summer summer london hockey hockey mens hockey gold,2
34761,Lorraine Fernandes,F,25.0,155.0,,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,,Lorraine Fernandes F India IND 1980 Summer Summer Moskva Hockey Hockey Women's Hockey ,lorraine fernandes f india ind summer summer moskva hockey hockey womens hockey,2
34764,Peter Paul Fernandes,M,19.0,,,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold,Peter Paul Fernandes M India IND 1936 Summer Summer Berlin Hockey Hockey Men's Hockey Gold,peter paul fernandes india ind summer summer berlin hockey hockey mens hockey gold,2
34901,Merwyn Fernandis,M,21.0,159.0,62.0,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Gold,Merwyn Fernandis M India IND 1980 Summer Summer Moskva Hockey Hockey Men's Hockey Gold,merwyn fernandis india ind summer summer moskva hockey hockey mens hockey gold,2
34901,Merwyn Fernandis,M,25.0,159.0,62.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,,Merwyn Fernandis M India IND 1984 Summer Summer Los Angeles Hockey Hockey Men's Hockey ,merwyn fernandis india ind summer summer los angeles hockey hockey mens hockey,2
34901,Merwyn Fernandis,M,29.0,159.0,62.0,India,IND,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,,Merwyn Fernandis M India IND 1988 Summer Summer Seoul Hockey Hockey Men's Hockey ,merwyn fernandis india ind summer summer seoul hockey hockey mens hockey,2
34985,Gavin Ferreira,M,25.0,,,India,IND,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,,Gavin Ferreira M India IND 1996 Summer Summer Atlanta Hockey Hockey Men's Hockey ,gavin ferreira india ind summer summer atlanta hockey hockey mens hockey,2
36670,John William Francis,M,23.0,168.0,57.0,India,IND,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,,John William Francis M India IND 1988 Summer Summer Seoul Boxing Boxing Men's Featherweight ,john william francis india ind summer summer seoul boxing boxing mens featherweight,0
36678,Ranganathan Francis,M,28.0,,,India,IND,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold,Ranganathan Francis M India IND 1948 Summer Summer London Hockey Hockey Men's Hockey Gold,ranganathan francis india ind summer summer london hockey hockey mens hockey gold,2
36678,Ranganathan Francis,M,32.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold,Ranganathan Francis M India IND 1952 Summer Summer Helsinki Hockey Hockey Men's Hockey Gold,ranganathan francis india ind summer summer helsinki hockey hockey mens hockey gold,2
36678,Ranganathan Francis,M,36.0,,,India,IND,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Gold,Ranganathan Francis M India IND 1956 Summer Summer Melbourne Hockey Hockey Men's Hockey Gold,ranganathan francis india ind summer summer melbourne hockey hockey mens hockey gold,2
36928,Manuel Frederick,M,23.0,172.0,65.0,India,IND,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Bronze,Manuel Frederick M India IND 1972 Summer Summer Munich Hockey Hockey Men's Hockey Bronze,manuel frederick india ind summer summer munich hockey hockey mens hockey bronze,2
37758,Ali Athar Hassan Ally Fyzee,M,40.0,,,India,IND,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,,Ali Athar Hassan Ally Fyzee M India IND 1924 Summer Summer Paris Tennis Tennis Men's Singles ,ali athar hassan ally fyzee india ind summer summer paris tennis tennis mens singles,0
38046,"Joseph Deville Thomas ""Joe"" Galibardy",M,21.0,,,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold,"Joseph Deville Thomas ""Joe"" Galibardy M India IND 1936 Summer Summer Berlin Hockey Hockey Men's Hockey Gold",joseph deville thomas joe galibardy india ind summer summer berlin hockey hockey mens hockey gold,2
38264,Prameela Gudandda Ganapathy (-Aiyappa),F,23.0,167.0,57.0,India,IND,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Heptathlon,,Prameela Gudandda Ganapathy (-Aiyappa) F India IND 2000 Summer Summer Sydney Athletics Athletics Women's Heptathlon ,prameela gudandda ganapathy aiyappa f india ind summer summer sydney athletics athletics womens heptathlon,1
38264,Prameela Gudandda Ganapathy (-Aiyappa),F,31.0,167.0,57.0,India,IND,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Heptathlon,,Prameela Gudandda Ganapathy (-Aiyappa) F India IND 2008 Summer Summer Beijing Athletics Athletics Women's Heptathlon ,prameela gudandda ganapathy aiyappa f india ind summer summer beijing athletics athletics womens heptathlon,1
39020,Michael Anthony Gateley,M,23.0,,,India,IND,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold,Michael Anthony Gateley M India IND 1928 Summer Summer Amsterdam Hockey Hockey Men's Hockey Gold,michael anthony gateley india ind summer summer amsterdam hockey hockey mens hockey gold,2
39333,Sathi Geetha,F,21.0,156.0,52.0,India,IND,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,,Sathi Geetha F India IND 2004 Summer Summer Athina Athletics Athletics Women's 4 x 400 metres Relay ,sathi geetha f india ind summer summer athina athletics athletics womens x metres relay,1
39333,Sathi Geetha,F,25.0,156.0,52.0,India,IND,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,,Sathi Geetha F India IND 2008 Summer Summer Beijing Athletics Athletics Women's 4 x 400 metres Relay ,sathi geetha f india ind summer summer beijing athletics athletics womens x metres relay,1
39956,Poulomi Ghatak,F,17.0,168.0,51.0,India,IND,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Singles,,Poulomi Ghatak F India IND 2000 Summer Summer Sydney Table Tennis Table Tennis Women's Singles ,poulomi ghatak f india ind summer summer sydney table tennis table tennis womens singles,0
40046,Sujay Jashiwant Ghorpade,M,23.0,,,India,IND,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Singles,,Sujay Jashiwant Ghorpade M India IND 1988 Summer Summer Seoul Table Tennis Table Tennis Men's Singles ,sujay jashiwant ghorpade india ind summer summer seoul table tennis table tennis mens singles,0
40046,Sujay Jashiwant Ghorpade,M,23.0,,,India,IND,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,,Sujay Jashiwant Ghorpade M India IND 1988 Summer Summer Seoul Table Tennis Table Tennis Men's Doubles ,sujay jashiwant ghorpade india ind summer summer seoul table tennis table tennis mens doubles,0
40046,Sujay Jashiwant Ghorpade,M,27.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Doubles,,Sujay Jashiwant Ghorpade M India IND 1992 Summer Summer Barcelona Table Tennis Table Tennis Men's Doubles ,sujay jashiwant ghorpade india ind summer summer barcelona table tennis table tennis mens doubles,0
40047,Nilima Ghose,F,17.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 100 metres,,Nilima Ghose F India IND 1952 Summer Summer Helsinki Athletics Athletics Women's 100 metres ,nilima ghose f india ind summer summer helsinki athletics athletics womens metres,1
40047,Nilima Ghose,F,17.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 80 metres Hurdles,,Nilima Ghose F India IND 1952 Summer Summer Helsinki Athletics Athletics Women's 80 metres Hurdles ,nilima ghose f india ind summer summer helsinki athletics athletics womens metres hurdles,1
40048,Mohon Lal Ghosh,M,20.0,164.0,60.0,India,IND,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,,Mohon Lal Ghosh M India IND 1964 Summer Summer Tokyo Weightlifting Weightlifting Men's Bantamweight ,mohon lal ghosh india ind summer summer tokyo weightlifting weightlifting mens bantamweight,0
40048,Mohon Lal Ghosh,M,24.0,164.0,60.0,India,IND,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Featherweight,,Mohon Lal Ghosh M India IND 1968 Summer Summer Mexico City Weightlifting Weightlifting Men's Featherweight ,mohon lal ghosh india ind summer summer mexico city weightlifting weightlifting mens featherweight,0
40050,Soumyajit Ghosh,M,19.0,168.0,69.0,India,IND,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Singles,,Soumyajit Ghosh M India IND 2012 Summer Summer London Table Tennis Table Tennis Men's Singles ,soumyajit ghosh india ind summer summer london table tennis table tennis mens singles,0
40050,Soumyajit Ghosh,M,23.0,168.0,69.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,,Soumyajit Ghosh M India IND 2016 Summer Summer Rio de Janeiro Table Tennis Table Tennis Men's Singles ,soumyajit ghosh india ind summer summer rio de janeiro table tennis table tennis mens singles,0
40083,Parkash Gian,M,23.0,165.0,67.0,India,IND,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Lightweight, Freestyle",,"Parkash Gian M India IND 1960 Summer Summer Roma Wrestling Wrestling Men's Lightweight, Freestyle ",parkash gian india ind summer summer roma wrestling wrestling mens lightweight freestyle,0
40321,Harpreet Gill,F,21.0,160.0,,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,,Harpreet Gill F India IND 1980 Summer Summer Moskva Hockey Hockey Women's Hockey ,harpreet gill f india ind summer summer moskva hockey hockey womens hockey,2
40664,"Gerald Rudolph ""Gerry"" Glackan",M,,,,India,IND,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold,"Gerald Rudolph ""Gerry"" Glackan M India IND 1948 Summer Summer London Hockey Hockey Men's Hockey Gold",gerald rudolph gerry glackan india ind summer summer london hockey hockey mens hockey gold,2
41179,Sandeep Gollen Kumar,M,20.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Welterweight,,Sandeep Gollen Kumar M India IND 1992 Summer Summer Barcelona Boxing Boxing Men's Light-Welterweight ,sandeep gollen kumar india ind summer summer barcelona boxing boxing mens lightwelterweight,0
41265,Marcellus Marcus Gomes,M,23.0,164.0,59.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,,Marcellus Marcus Gomes M India IND 1984 Summer Summer Los Angeles Hockey Hockey Men's Hockey ,marcellus marcus gomes india ind summer summer los angeles hockey hockey mens hockey,2
41709,"Ernest John ""Ernie"" Goodsir-Cullen",M,24.0,,,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold,"Ernest John ""Ernie"" Goodsir-Cullen M India IND 1936 Summer Summer Berlin Hockey Hockey Men's Hockey Gold",ernest john ernie goodsircullen india ind summer summer berlin hockey hockey mens hockey gold,2
41710,"William James ""Willie"" Goodsir-Cullen",M,21.0,,,India,IND,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold,"William James ""Willie"" Goodsir-Cullen M India IND 1928 Summer Summer Amsterdam Hockey Hockey Men's Hockey Gold",william james willie goodsircullen india ind summer summer amsterdam hockey hockey mens hockey gold,2
41743,Thonakal Gopi,M,28.0,166.0,56.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,Thonakal Gopi M India IND 2016 Summer Summer Rio de Janeiro Athletics Athletics Men's Marathon ,thonakal gopi india ind summer summer rio de janeiro athletics athletics mens marathon,1
41744,Pulella Gopichand,M,26.0,182.0,63.0,India,IND,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Men's Singles,,Pulella Gopichand M India IND 2000 Summer Summer Sydney Badminton Badminton Men's Singles ,pulella gopichand india ind summer summer sydney badminton badminton mens singles,0
41978,Subimal Goswami,M,22.0,175.0,56.0,India,IND,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,,Subimal Goswami M India IND 1960 Summer Summer Roma Football Football Men's Football ,subimal goswami india ind summer summer roma football football mens football,0
42120,Deven Govindasami,M,21.0,163.0,56.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Bantamweight,,Deven Govindasami M India IND 1984 Summer Summer Los Angeles Weightlifting Weightlifting Men's Bantamweight ,deven govindasami india ind summer summer los angeles weightlifting weightlifting mens bantamweight,0
42127,Vikas Shive Gowda,M,21.0,190.0,110.0,India,IND,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,,Vikas Shive Gowda M India IND 2004 Summer Summer Athina Athletics Athletics Men's Discus Throw ,vikas shive gowda india ind summer summer athina athletics athletics mens discus throw,1
42127,Vikas Shive Gowda,M,25.0,190.0,110.0,India,IND,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,,Vikas Shive Gowda M India IND 2008 Summer Summer Beijing Athletics Athletics Men's Discus Throw ,vikas shive gowda india ind summer summer beijing athletics athletics mens discus throw,1
42127,Vikas Shive Gowda,M,29.0,190.0,110.0,India,IND,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,Vikas Shive Gowda M India IND 2012 Summer Summer London Athletics Athletics Men's Discus Throw ,vikas shive gowda india ind summer summer london athletics athletics mens discus throw,1
42127,Vikas Shive Gowda,M,33.0,190.0,110.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,,Vikas Shive Gowda M India IND 2016 Summer Summer Rio de Janeiro Athletics Athletics Men's Discus Throw ,vikas shive gowda india ind summer summer rio de janeiro athletics athletics mens discus throw,1
43990,Abhinn Shyam Gupta,M,24.0,172.0,68.0,India,IND,2004 Summer,2004,Summer,Athina,Badminton,Badminton Men's Singles,,Abhinn Shyam Gupta M India IND 2004 Summer Summer Athina Badminton Badminton Men's Singles ,abhinn shyam gupta india ind summer summer athina badminton badminton mens singles,0
43991,Bahadur Gurung Gupta,M,29.0,155.0,62.0,India,IND,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Sprint,,Bahadur Gurung Gupta M India IND 2006 Winter Winter Torino Cross Country Skiing Cross Country Skiing Men's Sprint ,bahadur gurung gupta india ind winter winter torino cross country skiing cross country skiing mens sprint,0
44027,Dilip Gurumurthy,M,23.0,188.0,70.0,India,IND,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,,Dilip Gurumurthy M India IND 1980 Summer Summer Moskva Basketball Basketball Men's Basketball ,dilip gurumurthy india ind summer summer moskva basketball basketball mens basketball,0
